timestamp,value,is_anomaly,convergenceLoss,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-10 02:19:00,0.128244274809,0,,,[0],0.0,0.0,0.0
2014-04-10 02:24:00,0.154198473282,0,,,[0],0.0,0.0,0.0
2014-04-10 02:29:00,0.180152671756,0,,,[0],0.0,0.0,0.0
2014-04-10 02:34:00,0.210687022901,0,,,[0],0.0,0.0,0.0
2014-04-10 02:39:00,0.103816793893,0,,,[0],0.0,0.0,0.0
2014-04-10 02:44:00,0.215267175573,0,,,[0],0.0,0.0,0.0
2014-04-10 02:49:00,0.0671755725191,0,,,[0],0.0,0.0,0.0
2014-04-10 02:54:00,0.0717557251908,0,,,[0],0.0,0.0,0.0
2014-04-10 02:59:00,0.0030534351145,0,,,[0],0.0,0.0,0.0
2014-04-10 03:04:00,0.0473282442748,0,,,[0],0.0,0.0,0.0
2014-04-10 03:09:00,0.00458015267176,0,,,[0],0.0,0.0,0.0
2014-04-10 03:14:00,0.108396946565,0,,,[0],0.0,0.0,0.0
2014-04-10 03:19:00,0.15572519084,0,,,[0],0.0,0.0,0.0
2014-04-10 03:24:00,0.0961832061069,0,,,[0],0.0,0.0,0.0
2014-04-10 03:29:00,0.0656488549618,0,,,[0],0.0,0.0,0.0
2014-04-10 03:34:00,0.0442748091603,0,,,[0],0.0,0.0,0.0
2014-04-10 03:39:00,0.00458015267176,0,,,[0],0.0,0.0,0.0
2014-04-10 03:44:00,0.00458015267176,0,,,[0],0.0,0.0,0.0
2014-04-10 03:49:00,0.119083969466,0,,,[0],0.0,0.0,0.0
2014-04-10 03:54:00,0.125190839695,0,,,[0],0.0,0.0,0.0
2014-04-10 03:59:00,0.0030534351145,0,,,[0],0.0,0.0,0.0
2014-04-10 04:04:00,0.030534351145,0,,,[0],0.0,0.0,0.0
2014-04-10 04:09:00,0.0488549618321,0,,,[0],0.0,0.0,0.0
2014-04-10 04:14:00,0.108396946565,0,,,[0],0.0,0.0,0.0
2014-04-10 04:19:00,0.131297709924,0,,,[0],0.0,0.0,0.0
2014-04-10 04:24:00,0.288549618321,0,,,[0],0.0,0.0,0.0
2014-04-10 04:29:00,0.0137404580153,0,,,[0],0.0,0.0,0.0
2014-04-10 04:34:00,0.0656488549618,0,,,[0],0.0,0.0,0.0
2014-04-10 04:39:00,0.0351145038168,0,,,[0],0.0,0.0,0.0
2014-04-10 04:44:00,0.0473282442748,0,,,[0],0.0,0.0,0.0
2014-04-10 04:49:00,0.167938931298,0,,,[0],0.0,0.0,0.0
2014-04-10 04:54:00,0.160305343511,0,,,[0],0.0,0.0,0.0
2014-04-10 04:59:00,0.0732824427481,0,,,[0],0.0,0.0,0.0
2014-04-10 05:04:00,0.0839694656489,0,,,[0],0.0,0.0,0.0
2014-04-10 05:09:00,0.119083969466,0,,,[0],0.0,0.0,0.0
2014-04-10 05:14:00,0.0625954198473,0,,,[0],0.0,0.0,0.0
2014-04-10 05:19:00,0.169465648855,0,,,[0],0.0,0.0,0.0
2014-04-10 05:24:00,0.030534351145,0,,,[0],0.0,0.0,0.0
2014-04-10 05:29:00,0.0717557251908,0,,,[0],0.0,0.0,0.0
2014-04-10 05:34:00,0.0717557251908,0,,,[0],0.0,0.0,0.0
2014-04-10 05:39:00,0.137404580153,0,,,[0],0.0,0.0,0.0
2014-04-10 05:44:00,0.290076335878,0,,,[0],0.0,0.0,0.0
2014-04-10 05:49:00,0.0106870229008,0,,,[0],0.0,0.0,0.0
2014-04-10 05:54:00,0.036641221374,0,,,[0],0.0,0.0,0.0
2014-04-10 05:59:00,0.140458015267,0,,,[0],0.0,0.0,0.0
2014-04-10 06:04:00,0.0549618320611,0,,,[0],0.0,0.0,0.0
2014-04-10 06:09:00,0.0351145038168,0,,,[0],0.0,0.0,0.0
2014-04-10 06:14:00,0.0519083969466,0,,,[0],0.0,0.0,0.0
2014-04-10 06:19:00,0.0671755725191,0,,,[0],0.0,0.0,0.0
2014-04-10 06:24:00,0.0152671755725,0,,,[0],0.0,0.0,0.0
2014-04-10 06:29:00,0.0748091603053,0,,,[0],0.0,0.0,0.0
2014-04-10 06:34:00,0.0030534351145,0,,,[0],0.0,0.0,0.0
2014-04-10 06:39:00,0.112977099237,0,,,[0],0.0,0.0,0.0
2014-04-10 06:44:00,0.119083969466,0,,,[0],0.0,0.0,0.0
2014-04-10 06:49:00,0.0320610687023,0,,,[0],0.0,0.0,0.0
2014-04-10 06:54:00,0.21679389313,0,,,[0],0.0,0.0,0.0
2014-04-10 06:59:00,0.0351145038168,0,,,[0],0.0,0.0,0.0
2014-04-10 07:04:00,0.337404580153,0,,,[0],0.0,0.0,0.0
2014-04-10 07:09:00,0.0854961832061,0,,,[0],0.0,0.0,0.0
2014-04-10 07:14:00,0.0137404580153,0,,,[0],0.0,0.0,0.0
2014-04-10 07:19:00,0.0687022900763,0,,,[0],0.0,0.0,0.0
2014-04-10 07:24:00,0.00763358778626,0,,,[0],0.0,0.0,0.0
2014-04-10 07:29:00,0.0900763358779,0,,,[0],0.0,0.0,0.0
2014-04-10 07:34:00,0.0442748091603,0,,,[0],0.0,0.0,0.0
2014-04-10 07:39:00,0.024427480916,0,,,[0],0.0,0.0,0.0
2014-04-10 07:44:00,0.0152671755725,0,,,[0],0.0,0.0,0.0
2014-04-10 07:49:00,0.161832061069,0,,,[0],0.0,0.0,0.0
2014-04-10 07:54:00,0.181679389313,0,,,[0],0.0,0.0,0.0
2014-04-10 07:59:00,0.00458015267176,0,,,[0],0.0,0.0,0.0
2014-04-10 08:04:00,0.227480916031,0,,,[0],0.0,0.0,0.0
2014-04-10 08:09:00,0.135877862595,0,,,[0],0.0,0.0,0.0
2014-04-10 08:14:00,0.0778625954198,0,,,[0],0.0,0.0,0.0
2014-04-10 08:19:00,0.0519083969466,0,,,[0],0.0,0.0,0.0
2014-04-10 08:24:00,0.0106870229008,0,,,[0],0.0,0.0,0.0
2014-04-10 08:29:00,0.00610687022901,0,,,[0],0.0,0.0,0.0
2014-04-10 08:34:00,0.253435114504,0,,,[0],0.0,0.0,0.0
2014-04-10 08:39:00,0.210687022901,0,,,[0],0.0,0.0,0.0
2014-04-10 08:44:00,0.0809160305344,0,,,[0],0.0,0.0,0.0
2014-04-10 08:49:00,0.0030534351145,0,,,[0],0.0,0.0,0.0
2014-04-10 08:54:00,0.154198473282,0,,,[0],0.0,0.0,0.0
2014-04-10 08:59:00,0.0167938931298,0,,,[0],0.0,0.0,0.0
2014-04-10 09:04:00,0.024427480916,0,,,[0],0.0,0.0,0.0
2014-04-10 09:09:00,0.0992366412214,0,,,[0],0.0,0.0,0.0
2014-04-10 09:14:00,0.141984732824,0,,,[0],0.0,0.0,0.0
2014-04-10 09:19:00,0.00763358778626,0,,,[0],0.0,0.0,0.0
2014-04-10 09:24:00,0.154198473282,0,,,[0],0.0,0.0,0.0
2014-04-10 09:29:00,0.123664122137,0,,,[0],0.0,0.0,0.0
2014-04-10 09:34:00,0.0671755725191,0,,,[0],0.0,0.0,0.0
2014-04-10 09:39:00,0.0106870229008,0,,,[0],0.0,0.0,0.0
2014-04-10 09:44:00,0.0030534351145,0,,,[0],0.0,0.0,0.0
2014-04-10 09:49:00,0.161832061069,0,,,[0],0.0,0.0,0.0
2014-04-10 09:54:00,0.0213740458015,0,,,[0],0.0,0.0,0.0
2014-04-10 09:59:00,0.012213740458,0,,,[0],0.0,0.0,0.0
2014-04-10 10:04:00,0.0,0,,,[0],0.0,0.0,0.0
2014-04-10 10:09:00,0.0916030534351,0,,,[0],0.0,0.0,0.0
2014-04-10 10:14:00,0.0748091603053,0,,,[0],0.0,0.0,0.0
2014-04-10 10:19:00,0.129770992366,0,,,[0],0.0,0.0,0.0
2014-04-10 10:24:00,0.103816793893,0,,,[0],0.0,0.0,0.0
2014-04-10 10:29:00,0.00610687022901,0,,,[0],0.0,0.0,0.0
2014-04-10 10:34:00,0.0885496183206,0,,,[0],0.0,0.0,0.0
2014-04-10 10:39:00,0.0503816793893,0,,,[0],0.0,0.0,0.0
2014-04-10 10:44:00,0.143511450382,0,,,[0],0.0,0.0,0.0
2014-04-10 10:49:00,0.120610687023,0,,,[0],0.0,0.0,0.0
2014-04-10 10:54:00,0.221374045802,0,,,[0],0.0,0.0,0.0
2014-04-10 10:59:00,0.108396946565,0,,,[0],0.0,0.0,0.0
2014-04-10 11:04:00,0.0656488549618,0,,,[0],0.0,0.0,0.0
2014-04-10 11:09:00,0.158778625954,0,,,[0],0.0,0.0,0.0
2014-04-10 11:14:00,0.102290076336,0,,,[0],0.0,0.0,0.0
2014-04-10 11:19:00,0.0595419847328,0,,,[0],0.0,0.0,0.0
2014-04-10 11:24:00,0.0198473282443,0,,,[0],0.0,0.0,0.0
2014-04-10 11:29:00,0.00763358778626,0,,,[0],0.0,0.0,0.0
2014-04-10 11:39:00,0.119083969466,0,,,[0],0.0,0.0,0.0
2014-04-10 11:44:00,0.27786259542,0,,,[0],0.0,0.0,0.0
2014-04-10 11:49:00,0.209160305344,0,,,[0],0.0,0.0,0.0
2014-04-10 11:54:00,0.180152671756,0,,,[0],0.0,0.0,0.0
2014-04-10 11:59:00,0.387786259542,0,,,[0],0.0,0.0,0.0
2014-04-10 12:04:00,0.111450381679,0,,,[0],0.0,0.0,0.0
2014-04-10 12:09:00,0.0519083969466,0,,,[0],0.0,0.0,0.0
2014-04-10 12:14:00,0.0167938931298,0,,,[0],0.0,0.0,0.0
2014-04-10 12:19:00,0.102290076336,0,,,[0],0.0,0.0,0.0
2014-04-10 12:24:00,0.0,0,,,[0],0.0,0.0,0.0
2014-04-10 12:29:00,0.148091603053,0,,,[0],0.0,0.0,0.0
2014-04-10 12:34:00,0.030534351145,0,,,[0],0.0,0.0,0.0
2014-04-10 12:39:00,0.100763358779,0,,,[0],0.0,0.0,0.0
2014-04-10 12:44:00,0.267175572519,0,,,[0],0.0,0.0,0.0
2014-04-10 12:49:00,0.302290076336,0,,,[0],0.0,0.0,0.0
2014-04-10 12:54:00,0.181679389313,0,,,[0],0.0,0.0,0.0
2014-04-10 12:59:00,0.0946564885496,0,,,[0],0.0,0.0,0.0
2014-04-10 13:04:00,0.276335877863,0,,,[0],0.0,0.0,0.0
2014-04-10 13:09:00,0.251908396947,0,,,[0],0.0,0.0,0.0
2014-04-10 13:14:00,0.157251908397,0,,,[0],0.0,0.0,0.0
2014-04-10 13:19:00,0.213740458015,0,,,[0],0.0,0.0,0.0
2014-04-10 13:24:00,0.0900763358779,0,,,[0],0.0,0.0,0.0
2014-04-10 13:29:00,0.012213740458,0,,,[0],0.0,0.0,0.0
2014-04-10 13:34:00,0.0961832061069,0,,,[0],0.0,0.0,0.0
2014-04-10 13:39:00,0.0763358778626,0,,,[0],0.0,0.0,0.0
2014-04-10 13:44:00,0.126717557252,0,,,[0],0.0,0.0,0.0
2014-04-10 13:49:00,0.0396946564885,0,,,[0],0.0,0.0,0.0
2014-04-10 13:54:00,0.280916030534,0,,,[0],0.0,0.0,0.0
2014-04-10 13:59:00,0.114503816794,0,,,[0],0.0,0.0,0.0
2014-04-10 14:04:00,0.13893129771,0,,,[0],0.0,0.0,0.0
2014-04-10 14:09:00,0.146564885496,0,,,[0],0.0,0.0,0.0
2014-04-10 14:14:00,0.0381679389313,0,,,[0],0.0,0.0,0.0
2014-04-10 14:19:00,0.254961832061,0,,,[0],0.0,0.0,0.0
2014-04-10 14:24:00,0.0503816793893,0,,,[0],0.0,0.0,0.0
2014-04-10 14:29:00,0.0137404580153,0,,,[0],0.0,0.0,0.0
2014-04-10 14:34:00,0.0809160305344,0,,,[0],0.0,0.0,0.0
2014-04-10 14:39:00,0.300763358779,0,,,[0],0.0,0.0,0.0
2014-04-10 14:44:00,0.215267175573,0,,,[0],0.0,0.0,0.0
2014-04-10 14:49:00,0.352671755725,0,,,[0],0.0,0.0,0.0
2014-04-10 14:54:00,0.00916030534351,0,,,[0],0.0,0.0,0.0
2014-04-10 14:59:00,0.152671755725,0,,,[0],0.0,0.0,0.0
2014-04-10 15:04:00,0.0778625954198,0,,,[0],0.0,0.0,0.0
2014-04-10 15:09:00,0.254961832061,0,,,[0],0.0,0.0,0.0
2014-04-10 15:14:00,0.0946564885496,0,,,[0],0.0,0.0,0.0
2014-04-10 15:19:00,0.0519083969466,0,,,[0],0.0,0.0,0.0
2014-04-10 15:24:00,0.0137404580153,0,,,[0],0.0,0.0,0.0
2014-04-10 15:29:00,0.152671755725,0,,,[0],0.0,0.0,0.0
2014-04-10 15:34:00,0.141984732824,0,,,[0],0.0,0.0,0.0
2014-04-10 15:39:00,0.0427480916031,0,,,[0],0.0,0.0,0.0
2014-04-10 15:44:00,0.0977099236641,0,,,[0],0.0,0.0,0.0
2014-04-10 15:49:00,0.125190839695,0,,,[0],0.0,0.0,0.0
2014-04-10 15:54:00,0.282442748092,0,,,[0],0.0,0.0,0.0
2014-04-10 15:59:00,0.296183206107,0,,,[0],0.0,0.0,0.0
2014-04-10 16:04:00,0.0396946564885,0,,,[0],0.0,0.0,0.0
2014-04-10 16:09:00,0.0717557251908,0,,,[0],0.0,0.0,0.0
2014-04-10 16:14:00,0.509923664122,0,,,[0],0.0,0.0,0.0
2014-04-10 16:19:00,0.140458015267,0,,,[0],0.0,0.0,0.0
2014-04-10 16:24:00,0.00916030534351,0,,,[0],0.0,0.0,0.0
2014-04-10 16:29:00,0.0900763358779,0,,,[0],0.0,0.0,0.0
2014-04-10 16:34:00,0.401526717557,0,,,[0],0.0,0.0,0.0
2014-04-10 16:39:00,0.0580152671756,0,,,[0],0.0,0.0,0.0
2014-04-10 16:44:00,0.175572519084,0,,,[0],0.0,0.0,0.0
2014-04-10 16:49:00,0.0152671755725,0,,,[0],0.0,0.0,0.0
2014-04-10 16:54:00,0.180152671756,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 16:59:00,0.195419847328,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:04:00,0.0748091603053,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:09:00,0.152671755725,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:14:00,0.283969465649,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:19:00,0.036641221374,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:24:00,0.0793893129771,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:29:00,0.195419847328,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:34:00,0.258015267176,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:39:00,0.129770992366,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:44:00,0.149618320611,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:49:00,0.0198473282443,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:54:00,0.0961832061069,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 17:59:00,0.0687022900763,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:04:00,0.123664122137,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:09:00,0.024427480916,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:14:00,0.0610687022901,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:19:00,0.0198473282443,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:24:00,0.46106870229,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:29:00,0.120610687023,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:34:00,0.0213740458015,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:39:00,0.106870229008,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:44:00,0.117557251908,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:49:00,0.0641221374046,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:54:00,0.0656488549618,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 18:59:00,0.140458015267,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:04:00,0.0839694656489,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:09:00,0.232061068702,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:14:00,0.0961832061069,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:19:00,0.236641221374,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:24:00,0.12213740458,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:29:00,0.141984732824,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:34:00,0.012213740458,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:39:00,0.0961832061069,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:44:00,0.196946564885,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:49:00,0.0519083969466,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:54:00,0.0503816793893,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 19:59:00,0.126717557252,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:04:00,0.0702290076336,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:09:00,0.154198473282,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:14:00,0.0580152671756,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:19:00,0.100763358779,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:24:00,0.0671755725191,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:29:00,0.0442748091603,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:34:00,0.0137404580153,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:39:00,0.0534351145038,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:44:00,0.0549618320611,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:49:00,0.0167938931298,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:54:00,0.180152671756,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 20:59:00,0.160305343511,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:04:00,0.030534351145,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:09:00,0.0839694656489,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:14:00,0.157251908397,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:19:00,0.0259541984733,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:24:00,0.0152671755725,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:29:00,0.0137404580153,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:34:00,0.10534351145,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:39:00,0.175572519084,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:44:00,0.0274809160305,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:49:00,0.0916030534351,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:54:00,0.0961832061069,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 21:59:00,0.0824427480916,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:04:00,0.00458015267176,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:09:00,0.187786259542,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:14:00,0.00152671755725,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:19:00,0.0473282442748,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:24:00,0.114503816794,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:29:00,0.0106870229008,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:34:00,0.114503816794,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:39:00,0.317557251908,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:44:00,0.0290076335878,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:49:00,0.186259541985,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:54:00,0.0473282442748,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 22:59:00,0.0473282442748,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:04:00,0.0458015267176,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:09:00,0.13893129771,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:14:00,0.18320610687,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:19:00,0.00763358778626,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:24:00,0.0885496183206,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:29:00,0.012213740458,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:34:00,0.036641221374,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:39:00,0.0809160305344,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:44:00,0.170992366412,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:49:00,0.0580152671756,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:54:00,0.00610687022901,0,,,[[ nan]],0.0,0.0,0.0
2014-04-10 23:59:00,0.012213740458,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:04:00,0.143511450382,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:09:00,0.0564885496183,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:14:00,0.00916030534351,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:19:00,0.158778625954,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:24:00,0.0946564885496,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:29:00,0.036641221374,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:34:00,0.0412213740458,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:39:00,0.0748091603053,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:44:00,0.0732824427481,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:49:00,0.0610687022901,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:54:00,0.0442748091603,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 00:59:00,0.160305343511,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:04:00,0.213740458015,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:09:00,0.0854961832061,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:14:00,0.0656488549618,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:19:00,0.143511450382,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:24:00,0.0778625954198,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:29:00,0.360305343511,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:34:00,0.143511450382,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:39:00,0.0564885496183,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:44:00,0.13893129771,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:49:00,0.0030534351145,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:54:00,0.0931297709924,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 01:59:00,0.00610687022901,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:04:00,0.0687022900763,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:09:00,0.012213740458,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:14:00,0.10534351145,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:19:00,0.161832061069,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:24:00,0.012213740458,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:29:00,0.0412213740458,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:34:00,0.0916030534351,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:39:00,0.036641221374,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:44:00,0.0213740458015,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:49:00,0.018320610687,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:54:00,0.030534351145,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 02:59:00,0.18320610687,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:04:00,0.172519083969,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:09:00,0.0580152671756,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:14:00,0.030534351145,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:19:00,0.0793893129771,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:24:00,0.030534351145,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:29:00,0.0137404580153,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:34:00,0.0106870229008,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:39:00,0.112977099237,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:44:00,0.0137404580153,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:49:00,0.0534351145038,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:54:00,0.169465648855,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 03:59:00,0.102290076336,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 04:04:00,0.230534351145,0,,,[[ nan]],0.0,0.0,0.0
2014-04-11 04:09:00,0.128244274809,0,,,[[ nan]],0.0,0.0,0.0
