timestamp,value,error_prediction,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-02-27 00:17:53,6,5.0,0.479989788763,0.0,0.0,0.0
2015-02-27 00:22:53,3,4.0,0.478738925072,0.0,0.0,0.0
2015-02-27 00:27:53,6,6.0,0.480156974523,0.0,0.0,0.0
2015-02-27 00:32:53,8,5.0,0.461170427041,0.0,0.0,0.0
2015-02-27 00:37:53,3,5.0,0.452396785241,0.0,0.0,0.0
2015-02-27 00:42:53,10,4.0,0.423022737113,0.0,0.0,0.0
2015-02-27 00:47:53,7,2.0,0.419007425754,0.0,0.0,0.0
2015-02-27 00:52:53,3,4.0,0.414664973206,0.0,0.0,0.0
2015-02-27 00:57:53,6,5.0,0.42206200213,0.0,0.0,0.0
2015-02-27 01:02:53,8,5.0,0.418469727159,0.0,0.0,0.0
2015-02-27 01:07:53,11,1.0,0.415523424532,0.0,0.0,0.0
2015-02-27 01:12:53,6,6.0,0.420711695326,0.0,0.0,0.0
2015-02-27 01:17:53,1,3.0,0.413743957793,0.0,0.0,0.0
2015-02-27 01:22:53,2,6.0,0.415313697955,0.0,0.0,0.0
2015-02-27 01:27:53,6,8.0,0.423194849255,0.0,0.0,0.0
2015-02-27 01:32:53,5,3.0,0.423131771054,0.0,0.0,0.0
2015-02-27 01:37:53,5,10.0,0.450561070227,0.0,0.0,0.0
2015-02-27 01:42:53,9,7.0,0.46049289554,0.0,0.0,0.0
2015-02-27 01:47:53,6,3.0,0.45615803647,0.0,0.0,0.0
2015-02-27 01:52:53,2,6.0,0.459403420281,0.0,0.0,0.0
2015-02-27 01:57:53,4,8.0,0.485871081993,0.0,0.0,0.0
2015-02-27 02:02:53,8,11.0,0.501916120002,0.0,0.0,0.0
2015-02-27 02:07:53,8,6.0,0.514743743764,0.0,0.0,0.0
2015-02-27 02:12:53,10,1.0,0.499283678804,0.0,0.0,0.0
2015-02-27 02:17:53,2,2.0,0.479793914773,0.0,0.0,0.0
2015-02-27 02:22:53,3,6.0,0.491399548508,0.0,0.0,0.0
2015-02-27 02:27:53,2,5.0,0.472156157428,0.0,0.0,0.0
2015-02-27 02:32:53,2,5.0,0.464484188937,0.0,0.0,0.0
2015-02-27 02:37:53,9,9.0,0.486635223579,0.0,0.0,0.0
2015-02-27 02:42:53,6,6.0,0.486552599166,0.0,0.0,0.0
2015-02-27 02:47:53,5,2.0,0.465422516692,0.0,0.0,0.0
2015-02-27 02:52:53,2,4.0,0.437744265442,0.0,0.0,0.0
2015-02-27 02:57:53,8,8.0,0.443864390179,0.0,0.0,0.0
2015-02-27 03:02:53,0,8.0,0.471500109859,0.0,0.0,0.0
2015-02-27 03:07:53,9,10.0,0.502695913939,0.0,0.0,0.0
2015-02-27 03:12:53,9,2.0,0.489125577298,0.0,0.0,0.0
2015-02-27 03:17:53,1,3.0,0.483107177695,0.0,0.0,0.0
2015-02-27 03:22:53,8,2.0,0.473892545735,0.0,0.0,0.0
2015-02-27 03:27:53,2,2.0,0.448578367907,0.0,0.0,0.0
2015-02-27 03:32:53,2,9.0,0.458615949884,0.0,0.0,0.0
2015-02-27 03:37:53,2,6.0,0.474462697588,0.0,0.0,0.0
2015-02-27 03:42:53,1,5.0,0.478977068124,0.0,0.0,0.0
2015-02-27 03:47:53,3,2.0,0.45693515619,0.0,0.0,0.0
2015-02-27 03:52:53,2,8.0,0.455208899916,0.0,0.0,0.0
2015-02-27 03:57:53,4,0.0,0.420802976656,0.0,0.0,0.0
2015-02-27 04:02:53,3,9.0,0.446732331508,0.0,0.0,0.0
2015-02-27 04:07:53,1,9.0,0.46893285932,0.0,0.0,0.0
2015-02-27 04:12:53,2,1.0,0.468525626161,0.0,0.0,0.0
2015-02-27 04:17:53,1,8.0,0.490931780067,0.0,0.0,0.0
2015-02-27 04:22:53,1,2.0,0.465565677313,0.0,0.0,0.0
2015-02-27 04:27:53,3,2.0,0.452282448744,0.0,0.0,0.0
2015-02-27 04:32:53,2,2.0,0.442985534255,0.0,0.0,0.0
2015-02-27 04:37:53,1,1.0,0.442573650793,0.0,0.0,0.0
2015-02-27 04:42:53,2,3.0,0.424688014161,0.0,0.0,0.0
2015-02-27 04:47:53,3,2.0,0.434388403753,0.0,0.0,0.0
2015-02-27 04:52:53,4,4.0,0.415471417218,0.0,0.0,0.0
2015-02-27 04:57:53,60,3.0,0.393622403632,0.0,0.0,0.0
2015-02-27 05:02:53,0,1.0,0.397121462116,0.0,0.0,0.0
2015-02-27 05:07:53,2,2.0,0.376831324687,0.0,0.0,0.0
2015-02-27 05:12:53,1,1.0,0.376538263551,0.0,0.0,0.0
2015-02-27 05:17:53,1,1.0,0.376102703446,0.0,0.0,0.0
2015-02-27 05:22:53,1,3.0,0.380026842938,0.0,0.0,0.0
2015-02-27 05:27:53,0,2.0,0.385139351835,0.0,0.0,0.0
2015-02-27 05:32:53,6,1.0,0.380726757176,0.0,0.0,0.0
2015-02-27 05:37:53,4,2.0,0.382044851685,0.0,0.0,0.0
2015-02-27 05:42:53,2,3.0,0.378612899769,0.0,0.0,0.0
2015-02-27 05:47:53,1,4.0,0.381550520731,0.0,0.0,0.0
2015-02-27 05:52:53,2,60.0,0.519223369638,0.0,0.0,0.0
2015-02-27 05:57:53,3,0.0,0.51805439482,0.0,0.0,0.0
2015-02-27 06:02:53,1,2.0,0.519482559388,0.0,0.0,0.0
2015-02-27 06:07:53,5,1.0,0.520062130914,0.0,0.0,0.0
2015-02-27 06:12:53,2,1.0,0.518792277483,0.0,0.0,0.0
2015-02-27 06:17:53,2,1.0,0.518425872919,0.0,0.0,0.0
2015-02-27 06:22:53,7,0.0,0.518099898181,0.0,0.0,0.0
2015-02-27 06:27:53,0,6.0,0.522000151287,0.0,0.0,0.0
2015-02-27 06:32:53,0,4.0,0.523314355513,0.0,0.0,0.0
2015-02-27 06:37:53,1,2.0,0.521914707902,0.0,0.0,0.0
2015-02-27 06:42:53,1,1.0,0.465662929819,0.0,0.0,0.0
2015-02-27 06:47:53,1,2.0,0.467672884856,0.0,0.0,0.0
2015-02-27 06:52:53,1,3.0,0.468594205117,0.0,0.0,0.0
2015-02-27 06:57:53,0,1.0,0.468842001082,0.0,0.0,0.0
2015-02-27 07:02:53,1,5.0,0.472527671082,0.0,0.0,0.0
2015-02-27 07:07:53,2,2.0,0.473646112268,0.0,0.0,0.0
2015-02-27 07:12:53,0,2.0,0.475784010785,0.0,0.0,0.0
2015-02-27 07:17:53,1,7.0,0.476412364229,0.0,0.0,0.0
2015-02-27 07:22:53,3,0.0,0.472769860737,0.0,0.0,0.0
2015-02-27 07:27:53,0,0.0,0.471138552333,0.0,0.0,0.0
2015-02-27 07:32:53,0,1.0,0.47137794622,0.0,0.0,0.0
2015-02-27 07:37:53,1,1.0,0.470581400371,0.0,0.0,0.0
2015-02-27 07:42:53,2,1.0,0.468733150154,0.0,0.0,0.0
2015-02-27 07:47:53,2,1.0,0.46894442521,0.0,0.0,0.0
2015-02-27 07:52:53,1,0.0,0.464082840996,0.0,0.0,0.0
2015-02-27 07:57:53,1,1.0,0.463207279078,0.0,0.0,0.0
2015-02-27 08:02:53,5,2.0,0.463222733026,0.0,0.0,0.0
2015-02-27 08:07:53,3,0.0,0.456132627124,0.0,0.0,0.0
2015-02-27 08:12:53,3,1.0,0.457316525169,0.0,0.0,0.0
2015-02-27 08:17:53,4,3.0,0.460366982071,0.0,0.0,0.0
2015-02-27 08:22:53,2,0.0,0.459595576572,0.0,0.0,0.0
2015-02-27 08:27:53,1,0.0,0.458810576356,0.0,0.0,0.0
2015-02-27 08:32:53,2,1.0,0.458928486416,0.0,0.0,0.0
2015-02-27 08:37:53,2,2.0,0.459988770459,0.0,0.0,0.0
2015-02-27 08:42:53,3,2.0,0.462164847111,0.0,0.0,0.0
2015-02-27 08:47:53,2,1.0,0.462294230075,0.0,0.0,0.0
2015-02-27 08:52:53,4,1.0,0.461307615294,0.0,0.0,0.0
2015-02-27 08:57:53,4,5.0,0.466573559029,0.0,0.0,0.0
2015-02-27 09:02:53,0,3.0,0.468730554047,0.0,0.0,0.0
2015-02-27 09:07:53,1,3.0,0.46863968107,0.0,0.0,0.0
2015-02-27 09:12:53,1,4.0,0.47304479997,0.0,0.0,0.0
2015-02-27 09:17:53,1,2.0,0.475417952842,0.0,0.0,0.0
2015-02-27 09:22:53,2,1.0,0.475611188461,0.0,0.0,0.0
2015-02-27 09:27:53,2,2.0,0.475680681784,0.0,0.0,0.0
2015-02-27 09:32:53,3,2.0,0.475749476361,0.0,0.0,0.0
2015-02-27 09:37:53,4,3.0,0.478082223643,0.0,0.0,0.0
2015-02-27 09:42:53,0,2.0,0.479359890338,0.0,0.0,0.0
2015-02-27 09:47:53,4,4.0,0.478040814813,0.0,0.0,0.0
2015-02-27 09:52:53,1,4.0,0.479129653569,0.0,0.0,0.0
2015-02-27 09:57:53,1,0.0,0.475810633417,0.0,0.0,0.0
2015-02-27 10:02:53,5,1.0,0.472331469391,0.0,0.0,0.0
2015-02-27 10:07:53,5,1.0,0.47127057716,0.0,0.0,0.0
2015-02-27 10:12:53,7,1.0,0.471428804782,0.0,0.0,0.0
2015-02-27 10:17:53,6,2.0,0.471462321627,0.0,0.0,0.0
2015-02-27 10:22:53,2,2.0,0.471495289576,0.0,0.0,0.0
2015-02-27 10:27:53,13,3.0,0.471417735741,0.0,0.0,0.0
2015-02-27 10:32:53,2,4.0,0.47377154834,0.0,0.0,0.0
2015-02-27 10:37:53,2,0.0,0.46899645093,0.0,0.0,0.0
2015-02-27 10:42:53,0,4.0,0.468804561365,0.0,0.0,0.0
2015-02-27 10:47:53,1,1.0,0.470227509857,0.0,0.0,0.0
2015-02-27 10:52:53,0,1.0,0.47037268786,0.0,0.0,0.0
2015-02-27 10:57:53,8,5.0,0.475295481495,0.0,0.0,0.0
2015-02-27 11:02:53,2,5.0,0.480290339771,0.0,0.0,0.0
2015-02-27 11:07:53,3,7.0,0.486519679397,0.0,0.0,0.0
2015-02-27 11:12:53,1,6.0,0.491575223325,0.0,0.0,0.0
2015-02-27 11:17:53,1,2.0,0.490393506589,0.0,0.0,0.0
2015-02-27 11:22:53,2,13.0,0.501590636031,0.0,0.0,0.0
2015-02-27 11:27:53,0,2.0,0.504441944786,0.0,0.0,0.0
2015-02-27 11:32:53,4,2.0,0.501996729669,0.0,0.0,0.0
2015-02-27 11:37:53,6,0.0,0.501028551706,0.0,0.0,0.0
2015-02-27 11:42:53,5,1.0,0.50130619227,0.0,0.0,0.0
2015-02-27 11:47:53,7,0.0,0.494946883954,0.0,0.0,0.0
2015-02-27 11:52:53,2,8.0,0.498652110748,0.0,0.0,0.0
2015-02-27 11:57:53,2,2.0,0.492056032536,0.0,0.0,0.0
2015-02-27 12:02:53,6,3.0,0.488021270512,0.0,0.0,0.0
2015-02-27 12:07:53,3,1.0,0.486871792474,0.0,0.0,0.0
2015-02-27 12:12:53,4,1.0,0.470619767876,0.0,0.0,0.0
2015-02-27 12:17:53,3,2.0,0.470647781688,0.0,0.0,0.0
2015-02-27 12:22:53,5,0.0,0.468156931435,0.0,0.0,0.0
2015-02-27 12:27:53,5,4.0,0.473530441757,0.0,0.0,0.0
2015-02-27 12:32:53,4,6.0,0.480222888942,0.0,0.0,0.0
2015-02-27 12:37:53,1,5.0,0.487069811366,0.0,0.0,0.0
2015-02-27 12:42:53,0,7.0,0.485362860642,0.0,0.0,0.0
2015-02-27 12:47:53,2,2.0,0.485468030843,0.0,0.0,0.0
2015-02-27 12:52:53,3,2.0,0.484145789813,0.0,0.0,0.0
2015-02-27 12:57:53,8,6.0,0.491081800754,0.0,0.0,0.0
2015-02-27 13:02:53,3,3.0,0.494011571609,0.0,0.0,0.0
2015-02-27 13:07:53,9,4.0,0.496889589889,0.0,0.0,0.0
2015-02-27 13:12:53,3,3.0,0.501343363422,0.0,0.0,0.0
2015-02-27 13:17:53,6,5.0,0.5027443056,0.0,0.0,0.0
2015-02-27 13:22:53,6,5.0,0.501210290112,0.0,0.0,0.0
2015-02-27 13:27:53,1,4.0,0.499743020955,0.0,0.0,0.0
2015-02-27 13:32:53,1,1.0,0.491065869398,0.0,0.0,0.0
2015-02-27 13:37:53,5,0.0,0.488401688031,0.0,0.0,0.0
2015-02-27 13:42:53,6,2.0,0.488519000798,0.0,0.0,0.0
2015-02-27 13:47:53,6,3.0,0.484027929564,0.0,0.0,0.0
2015-02-27 13:52:53,4,8.0,0.491217009782,0.0,0.0,0.0
2015-02-27 13:57:53,4,3.0,0.489742254784,0.0,0.0,0.0
2015-02-27 14:02:53,7,9.0,0.498448353643,0.0,0.0,0.0
2015-02-27 14:07:53,4,3.0,0.495476930116,0.0,0.0,0.0
2015-02-27 14:12:53,9,6.0,0.496834518986,0.0,0.0,0.0
2015-02-27 14:17:53,7,6.0,0.499747269569,0.0,0.0,0.0
2015-02-27 14:22:53,2,1.0,0.5,0.0,0.0,0.0
2015-02-27 14:27:53,7,1.0,0.501802788927,0.0,0.0,0.0
2015-02-27 14:32:53,7,5.0,0.50641398509,0.0,0.0,0.0
2015-02-27 14:37:53,4,6.0,0.510984042372,0.0,0.0,0.0
2015-02-27 14:42:53,7,6.0,0.507733961056,0.0,0.0,0.0
2015-02-27 14:47:53,0,4.0,0.509363148049,0.0,0.0,0.0
2015-02-27 14:52:53,4,4.0,0.501475533801,0.0,0.0,0.0
2015-02-27 14:57:53,4,7.0,0.507623756309,0.0,0.0,0.0
2015-02-27 15:02:53,10,4.0,0.504467589256,0.0,0.0,0.0
2015-02-27 15:07:53,5,9.0,0.508883849249,0.0,0.0,0.0
2015-02-27 15:12:53,5,7.0,0.518328769949,0.0,0.0,0.0
2015-02-27 15:17:53,4,2.0,0.5201894686,0.0,0.0,0.0
2015-02-27 15:22:53,6,7.0,0.5232642723,0.0,0.0,0.0
2015-02-27 15:27:53,2,7.0,0.524737752788,0.0,0.0,0.0
2015-02-27 15:32:53,9,4.0,0.521611668195,0.0,0.0,0.0
2015-02-27 15:37:53,1,7.0,0.526365951527,0.0,0.0,0.0
2015-02-27 15:42:53,3,0.0,0.520181298076,0.0,0.0,0.0
2015-02-27 15:47:53,8,4.0,0.515349699169,0.0,0.0,0.0
2015-02-27 15:52:53,9,4.0,0.515437189405,0.0,0.0,0.0
2015-02-27 15:57:53,6,10.0,0.516598819396,0.0,0.0,0.0
2015-02-27 16:02:53,8,5.0,0.513291395889,0.0,0.0,0.0
2015-02-27 16:07:53,4,5.0,0.518294062336,0.0,0.0,0.0
2015-02-27 16:12:53,3,4.0,0.513368683837,0.0,0.0,0.0
2015-02-27 16:17:53,2,6.0,0.511597793931,0.0,0.0,0.0
2015-02-27 16:22:53,3,2.0,0.508435806897,0.0,0.0,0.0
2015-02-27 16:27:53,10,9.0,0.511439956565,0.0,0.0,0.0
2015-02-27 16:32:53,3,1.0,0.513416856558,0.0,0.0,0.0
2015-02-27 16:37:53,2,3.0,0.511868265975,0.0,0.0,0.0
2015-02-27 16:42:53,2,8.0,0.518409439589,0.0,0.0,0.0
2015-02-27 16:47:53,8,9.0,0.516335778809,0.0,0.0,0.0
2015-02-27 16:52:53,7,6.0,0.517974630614,0.0,0.0,0.0
2015-02-27 16:57:53,10,8.0,0.522856270311,0.0,0.0,0.0
2015-02-27 17:02:53,4,4.0,0.52297995092,0.0,0.0,0.0
2015-02-27 17:07:53,1,3.0,0.517989667847,0.0,0.0,0.0
2015-02-27 17:12:53,4,2.0,0.518227471033,0.0,0.0,0.0
2015-02-27 17:17:53,4,3.0,0.507943358978,0.0,0.0,0.0
2015-02-27 17:22:53,6,10.0,0.523135598974,0.0,0.0,0.0
2015-02-27 17:27:53,13,3.0,0.523328258152,0.0,0.0,0.0
2015-02-27 17:32:53,6,2.0,0.513072072213,0.0,0.0,0.0
2015-02-27 17:37:53,4,2.0,0.500975782672,0.0,0.0,0.0
2015-02-27 17:42:53,4,8.0,0.504214358711,0.0,0.0,0.0
2015-02-27 17:47:53,8,7.0,0.50224956845,0.0,0.0,0.0
2015-02-27 17:52:53,6,10.0,0.512392528161,0.0,0.0,0.0
2015-02-27 17:57:53,7,4.0,0.514239030455,0.0,0.0,0.0
2015-02-27 18:02:53,1,1.0,0.512746052152,0.0,0.0,0.0
2015-02-27 18:07:53,5,4.0,0.514603853808,0.0,0.0,0.0
2015-02-27 18:12:53,10,4.0,0.503945695325,0.0,0.0,0.0
2015-02-27 18:17:53,12,6.0,0.509221016762,0.0,0.0,0.0
2015-02-27 18:22:53,5,13.0,0.528028002757,0.0,0.0,0.0
2015-02-27 18:27:53,9,6.0,0.535127011108,0.0,0.0,0.0
2015-02-27 18:32:53,16,4.0,0.528146930838,0.0,0.0,0.0
2015-02-27 18:37:53,9,4.0,0.522896822443,0.0,0.0,0.0
2015-02-27 18:42:53,5,8.0,0.519058378891,0.0,0.0,0.0
2015-02-27 18:47:53,12,6.0,0.522619540376,0.0,0.0,0.0
2015-02-27 18:52:53,5,7.0,0.533350938277,0.0,0.0,0.0
2015-02-27 18:57:53,11,1.0,0.528225642562,0.0,0.0,0.0
2015-02-27 19:02:53,6,5.0,0.53011138334,0.0,0.0,0.0
2015-02-27 19:07:53,8,10.0,0.536906166488,0.0,0.0,0.0
2015-02-27 19:12:53,4,12.0,0.534304892227,0.0,0.0,0.0
2015-02-27 19:17:53,4,5.0,0.532585637023,0.0,0.0,0.0
2015-02-27 19:22:53,5,9.0,0.541310732933,0.0,0.0,0.0
2015-02-27 19:27:53,4,16.0,0.560889674453,0.0,0.0,0.0
2015-02-27 19:32:53,1,9.0,0.562355396164,0.0,0.0,0.0
2015-02-27 19:37:53,14,5.0,0.56079376744,0.0,0.0,0.0
2015-02-27 19:42:53,12,12.0,0.568694679265,0.0,0.0,0.0
2015-02-27 19:47:53,9,5.0,0.575952768846,0.0,0.0,0.0
2015-02-27 19:52:53,5,11.0,0.585717613508,0.0,0.0,0.0
2015-02-27 19:57:53,7,6.0,0.578925280529,0.0,0.0,0.0
2015-02-27 20:02:53,5,8.0,0.571802581347,0.0,0.0,0.0
2015-02-27 20:07:53,6,4.0,0.570344765517,0.0,0.0,0.0
2015-02-27 20:12:53,11,4.0,0.561756382689,0.0,0.0,0.0
2015-02-27 20:17:53,4,5.0,0.542220277019,0.0,0.0,0.0
2015-02-27 20:22:53,4,4.0,0.533374209868,0.0,0.0,0.0
2015-02-27 20:27:53,4,1.0,0.526414638909,0.0,0.0,0.0
2015-02-27 20:32:53,0,14.0,0.529059276961,0.0,0.0,0.0
2015-02-27 20:37:53,8,12.0,0.540875902698,0.0,0.0,0.0
2015-02-27 20:42:53,4,9.0,0.537040290276,0.0,0.0,0.0
2015-02-27 20:47:53,5,5.0,0.535363997309,0.0,0.0,0.0
2015-02-27 20:52:53,2,7.0,0.533508837851,0.0,0.0,0.0
2015-02-27 20:57:53,11,5.0,0.535410295936,0.0,0.0,0.0
2015-02-27 21:02:53,5,6.0,0.539052920469,0.0,0.0,0.0
2015-02-27 21:07:53,2,11.0,0.549300116019,0.0,0.0,0.0
2015-02-27 21:12:53,3,4.0,0.549521679803,0.0,0.0,0.0
2015-02-27 21:17:53,3,4.0,0.555162380801,0.0,0.0,0.0
2015-02-27 21:22:53,2,4.0,0.537240837467,0.0,0.0,0.0
2015-02-27 21:27:53,6,0.0,0.515656873928,0.0,0.0,0.0
2015-02-27 21:32:53,8,8.0,0.513631064515,0.0,0.0,0.0
2015-02-27 21:37:53,12,4.0,0.51188541159,0.0,0.0,0.0
2015-02-27 21:42:53,15,5.0,0.508216071205,0.0,0.0,0.0
2015-02-27 21:47:53,7,2.0,0.502863829847,0.0,0.0,0.0
2015-02-27 21:52:53,7,11.0,0.511654250309,0.0,0.0,0.0
2015-02-27 21:57:53,4,5.0,0.50057290694,0.0,0.0,0.0
2015-02-27 22:02:53,3,2.0,0.497040182473,0.0,0.0,0.0
2015-02-27 22:07:53,5,3.0,0.495279649453,0.0,0.0,0.0
2015-02-27 22:12:53,6,3.0,0.493507638109,0.0,0.0,0.0
2015-02-27 22:17:53,7,2.0,0.497407257096,0.0,0.0,0.0
2015-02-27 22:22:53,5,6.0,0.493556437213,0.0,0.0,0.0
2015-02-27 22:27:53,5,8.0,0.500844931565,0.0,0.0,0.0
2015-02-27 22:32:53,2,12.0,0.51345002578,0.0,0.0,0.0
2015-02-27 22:37:53,7,15.0,0.53653864827,0.0,0.0,0.0
2015-02-27 22:42:53,4,7.0,0.529117104777,0.0,0.0,0.0
2015-02-27 22:47:53,4,7.0,0.532745886815,0.0,0.0,0.0
2015-02-27 22:52:53,5,4.0,0.53660849479,0.0,0.0,0.0
2015-02-27 22:57:53,4,3.0,0.536825749801,0.0,0.0,0.0
2015-02-27 23:02:53,0,5.0,0.540659816226,0.0,0.0,0.0
2015-02-27 23:07:53,2,6.0,0.5481719942,0.0,0.0,0.0
2015-02-27 23:12:53,1,7.0,0.55002030034,0.0,0.0,0.0
2015-02-27 23:17:53,5,5.0,0.544543433602,0.0,0.0,0.0
2015-02-27 23:22:53,6,5.0,0.531467510066,0.0,0.0,0.0
2015-02-27 23:27:53,4,2.0,0.507045707631,0.0,0.0,0.0
2015-02-27 23:32:53,6,7.0,0.506919345551,0.0,0.0,0.0
2015-02-27 23:37:53,4,4.0,0.50125686141,0.0,0.0,0.0
2015-02-27 23:42:53,4,4.0,0.501307531728,0.0,0.0,0.0
2015-02-27 23:47:53,3,5.0,0.505141073783,0.0,0.0,0.0
2015-02-27 23:52:53,9,4.0,0.503274829508,0.0,0.0,0.0
2015-02-27 23:57:53,8,0.0,0.492000420494,0.0,0.0,0.0
2015-02-28 00:02:53,1,2.0,0.482495322914,0.0,0.0,0.0
2015-02-28 00:07:53,4,1.0,0.474980176626,0.0,0.0,0.0
2015-02-28 00:12:53,1,5.0,0.474879895272,0.0,0.0,0.0
2015-02-28 00:17:53,4,6.0,0.482500325075,0.0,0.0,0.0
2015-02-28 00:22:53,6,4.0,0.47663697259,0.0,0.0,0.0
2015-02-28 00:27:53,2,6.0,0.480398385911,0.0,0.0,0.0
2015-02-28 00:32:53,4,4.0,0.480381027061,0.0,0.0,0.0
2015-02-28 00:37:53,1,4.0,0.478394941748,0.0,0.0,0.0
2015-02-28 00:42:53,2,3.0,0.476468831133,0.0,0.0,0.0
2015-02-28 00:47:53,3,9.0,0.493974235801,0.0,0.0,0.0
2015-02-28 00:52:53,8,8.0,0.505639575734,0.0,0.0,0.0
2015-02-28 00:57:53,1,1.0,0.505877504085,0.0,0.0,0.0
2015-02-28 01:02:53,1,4.0,0.503951456417,0.0,0.0,0.0
2015-02-28 01:07:53,2,1.0,0.494235315359,0.0,0.0,0.0
2015-02-28 01:12:53,1,4.0,0.49426069452,0.0,0.0,0.0
2015-02-28 01:17:53,5,6.0,0.494162455121,0.0,0.0,0.0
2015-02-28 01:22:53,5,2.0,0.490307257785,0.0,0.0,0.0
2015-02-28 01:27:53,4,4.0,0.490320417155,0.0,0.0,0.0
2015-02-28 01:32:53,4,1.0,0.486513163181,0.0,0.0,0.0
2015-02-28 01:37:53,2,2.0,0.472544929673,0.0,0.0,0.0
2015-02-28 01:42:53,1,3.0,0.462491982431,0.0,0.0,0.0
2015-02-28 01:47:53,9,8.0,0.476375935995,0.0,0.0,0.0
2015-02-28 01:52:53,4,1.0,0.470508472406,0.0,0.0,0.0
2015-02-28 01:57:53,3,1.0,0.470704510905,0.0,0.0,0.0
2015-02-28 02:02:53,1,2.0,0.466754160209,0.0,0.0,0.0
2015-02-28 02:07:53,1,1.0,0.456810659503,0.0,0.0,0.0
2015-02-28 02:12:53,0,5.0,0.462753892054,0.0,0.0,0.0
2015-02-28 02:17:53,1,5.0,0.464659722119,0.0,0.0,0.0
2015-02-28 02:22:53,3,4.0,0.470737065791,0.0,0.0,0.0
2015-02-28 02:27:53,2,4.0,0.474800779648,0.0,0.0,0.0
2015-02-28 02:32:53,2,2.0,0.47285335389,0.0,0.0,0.0
2015-02-28 02:37:53,3,1.0,0.45863816219,0.0,0.0,0.0
2015-02-28 02:42:53,0,9.0,0.474841963823,0.0,0.0,0.0
2015-02-28 02:47:53,6,4.0,0.481014134519,0.0,0.0,0.0
2015-02-28 02:52:53,0,3.0,0.483139922307,0.0,0.0,0.0
2015-02-28 02:57:53,2,1.0,0.483344028951,0.0,0.0,0.0
2015-02-28 03:02:53,1,1.0,0.475232258909,0.0,0.0,0.0
2015-02-28 03:07:53,2,0.0,0.465141513848,0.0,0.0,0.0
2015-02-28 03:12:53,2,1.0,0.459102649134,0.0,0.0,0.0
2015-02-28 03:17:53,3,3.0,0.457017000292,0.0,0.0,0.0
2015-02-28 03:22:53,3,2.0,0.457089545508,0.0,0.0,0.0
2015-02-28 03:27:53,8,2.0,0.459246397214,0.0,0.0,0.0
2015-02-28 03:32:53,9,3.0,0.446716330756,0.0,0.0,0.0
2015-02-28 03:37:53,8,0.0,0.438682787355,0.0,0.0,0.0
2015-02-28 03:42:53,2,6.0,0.444691894972,0.0,0.0,0.0
2015-02-28 03:47:53,8,0.0,0.442889233471,0.0,0.0,0.0
2015-02-28 03:52:53,4,2.0,0.445020362215,0.0,0.0,0.0
2015-02-28 03:57:53,2,1.0,0.44726726689,0.0,0.0,0.0
2015-02-28 04:02:53,2,2.0,0.44941453385,0.0,0.0,0.0
2015-02-28 04:07:53,1,2.0,0.447365137037,0.0,0.0,0.0
2015-02-28 04:12:53,1,3.0,0.449430647904,0.0,0.0,0.0
