Unnamed: 0,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard,convergenceLossNormal100
46,2015-02-27 01:32:53,0.0359712230216,0,[0.02488590031862259],0.000110195629532,0.5,0.5,0.0,0.0,0.0,0.5
47,2015-02-27 01:37:53,0.0359712230216,0,[0.02488590031862259],0.000110195629532,0.5,0.5,0.0,0.0,0.0,0.5
48,2015-02-27 01:42:53,0.0647482014388,0,[0.02488590031862259],0.000110195629532,0.5,0.5,0.0,0.0,0.0,0.5
49,2015-02-27 01:47:53,0.0431654676259,0,[0.02488590031862259],0.000110195629532,0.5,0.5,0.0,0.0,0.0,0.5
50,2015-02-27 01:52:53,0.0143884892086,0,[0.02488590031862259],0.000110195629532,0.5,0.5,0.0,0.0,0.0,0.5
51,2015-02-27 01:57:53,0.0287769784173,0,[0.02488590031862259],0.000110195629532,0.5,0.5,0.0,0.0,0.0,0.5
52,2015-02-27 02:02:53,0.0575539568345,0,[0.028598003089427948],3.20324033964e-08,0.5,0.5,0.0,0.0,0.0,0.5
53,2015-02-27 02:07:53,0.0575539568345,0,[-0.00580237340182066],0.00401402497664,0.5,0.5,0.0,0.0,0.0,0.5
54,2015-02-27 02:12:53,0.0719424460432,0,[-0.002082092920318246],0.00355645874515,0.5,0.5,0.0,0.0,0.0,0.5
55,2015-02-27 02:17:53,0.0143884892086,0,[0.02520907297730446],0.00218400848098,0.5,0.5,0.0,0.0,0.0,0.5
56,2015-02-27 02:22:53,0.0215827338129,0,[0.04042189195752144],0.000677737989463,0.5,0.5,0.0,0.0,0.0,0.5
57,2015-02-27 02:27:53,0.0143884892086,0,[0.0346100777387619],0.000169711682247,0.5,0.5,0.0,0.0,0.0,0.5
58,2015-02-27 02:32:53,0.0143884892086,0,[0.0321287177503109],0.000314715667628,0.5,0.5,0.0,0.0,0.0,0.5
59,2015-02-27 02:37:53,0.0647482014388,0,[0.0355585515499115],0.000448171485914,0.5,0.5,0.0,0.0,0.0,0.5
60,2015-02-27 02:42:53,0.0431654676259,0,[0.016574261710047722],0.00232072803192,0.5,0.5,0.0,0.0,0.0,0.5
61,2015-02-27 02:47:53,0.0359712230216,0,[0.043946344405412674],6.09768449067e-07,0.5,0.5,0.0,0.0,0.0,0.5
62,2015-02-27 02:52:53,0.0143884892086,0,[0.05456241965293884],0.000345632550307,0.5,0.5,0.0,0.0,0.0,0.5
63,2015-02-27 02:57:53,0.0575539568345,0,[0.0006399168632924557],0.000189023267012,0.5,0.5,0.0,0.0,0.0,0.5
64,2015-02-27 03:02:53,0.0,0,[0.03524583578109741],0.000497652334161,0.5,0.5,0.0,0.0,0.0,0.5
65,2015-02-27 03:07:53,0.0647482014388,0,[0.05434393510222435],0.00295326323248,0.5,0.5,0.0,0.0,0.0,0.5
66,2015-02-27 03:12:53,0.0647482014388,0,[0.03385148197412491],0.000954607035965,0.5,0.5,0.0,0.0,0.0,0.5
67,2015-02-27 03:17:53,0.00719424460432,0,[0.03818459063768387],0.000705625221599,0.5,0.5,0.0,0.0,0.0,0.5
68,2015-02-27 03:22:53,0.0575539568345,0,[0.04587140679359436],0.00149592291564,0.5,0.5,0.0,0.0,0.0,0.5
69,2015-02-27 03:27:53,0.0143884892086,0,[0.03655916079878807],0.000440781528596,0.5,0.5,0.0,0.0,0.0,0.5
70,2015-02-27 03:32:53,0.0143884892086,0,[0.044485341757535934],0.000905820459593,0.5,0.5,0.0,0.0,0.0,0.5
71,2015-02-27 03:37:53,0.0143884892086,0,[0.044558946043252945],0.000910256407224,0.5,0.5,0.0,0.0,0.0,0.5
72,2015-02-27 03:42:53,0.00719424460432,0,[0.025323981419205666],0.000119584983622,0.5,0.5,0.0,0.0,0.0,0.5
73,2015-02-27 03:47:53,0.0215827338129,0,[0.052779391407966614],0.0020780058112,0.5,0.5,0.0,0.0,0.0,0.5
74,2015-02-27 03:52:53,0.0143884892086,0,[0.0425490066409111],0.000439584604464,0.5,0.5,0.0,0.0,0.0,0.5
75,2015-02-27 03:57:53,0.0287769784173,0,[0.04002290591597557],0.000657123280689,0.5,0.5,0.0,0.0,0.0,0.5
76,2015-02-27 04:02:53,0.0215827338129,0,[0.03272710740566254],1.56035130203e-05,0.5,0.5,0.0,0.0,0.0,0.5
77,2015-02-27 04:07:53,0.00719424460432,0,[0.023664286360144615],4.33286095358e-06,0.5,0.5,0.0,0.0,0.0,0.5
78,2015-02-27 04:12:53,0.0143884892086,0,[0.04137967899441719],0.00116864405572,0.5,0.5,0.0,0.0,0.0,0.5
79,2015-02-27 04:17:53,0.00719424460432,0,[0.016096699982881546],2.91798301078e-06,0.5,0.5,0.0,0.0,0.0,0.5
80,2015-02-27 04:22:53,0.00719424460432,0,[0.013004503212869167],3.37591045536e-05,0.5,0.5,0.0,0.0,0.0,0.5
81,2015-02-27 04:27:53,0.0215827338129,0,[0.011297348886728287],1.68354636116e-05,0.5,0.5,0.0,0.0,0.0,0.5
82,2015-02-27 04:32:53,0.0143884892086,0,[0.006087151356041431],0.00024011307687,0.5,0.5,0.0,0.0,0.0,0.5
83,2015-02-27 04:37:53,0.00719424460432,0,[0.005906452890485525],7.19449526514e-05,0.5,0.5,0.0,0.0,0.0,0.5
84,2015-02-27 04:42:53,0.0143884892086,0,[0.0021649328991770744],2.52939771599e-05,0.5,0.5,0.0,0.0,0.0,0.5
85,2015-02-27 04:47:53,0.0215827338129,0,[-0.0056061274372041225],0.000399784679757,0.5,0.5,0.0,0.0,0.0,0.5
86,2015-02-27 04:52:53,0.0287769784173,0,[-0.009555250406265259],0.000969574088231,0.5,0.5,0.0,0.0,0.0,0.5
87,2015-02-27 04:57:53,0.431654676259,0,[-0.004043545573949814],0.0010771866655,0.5,0.5,0.0,0.0,0.0,0.5
88,2015-02-27 05:02:53,0.0,0,[0.01450921967625618],0.174010306597,0.5,0.5,0.0,0.0,0.0,0.5
89,2015-02-27 05:07:53,0.0143884892086,0,[-0.011740170419216156],0.000137831608299,0.5,0.5,0.0,0.0,0.0,0.5
90,2015-02-27 05:12:53,0.00719424460432,0,[-0.0036178473383188248],0.000324228138197,0.5,0.5,0.0,0.0,0.0,0.5
91,2015-02-27 05:17:53,0.00719424460432,0,[-0.016792504116892815],0.000575364159886,0.5,0.5,0.0,0.0,0.0,0.5
92,2015-02-27 05:22:53,0.00719424460432,0,[-0.00897517241537571],0.000261450069956,0.5,0.5,0.0,0.0,0.0,0.5
93,2015-02-27 05:27:53,0.0,0,[0.0026096589863300323],2.1018426196e-05,0.5,0.5,0.0,0.0,0.0,0.5
94,2015-02-27 05:32:53,0.0431654676259,0,[-0.004639017395675182],2.15204818232e-05,0.5,0.5,0.0,0.0,0.0,0.5
95,2015-02-27 05:37:53,0.0287769784173,0,[0.055115342140197754],0.000142799501191,0.5,0.5,0.0,0.0,0.0,0.5
96,2015-02-27 05:42:53,0.0143884892086,0,[0.050782788544893265],0.000484255637275,0.5,0.5,0.0,0.0,0.0,0.5
97,2015-02-27 05:47:53,0.00719424460432,0,[0.05352818965911865],0.00153191608842,0.5,0.5,0.0,0.0,0.0,0.5
98,2015-02-27 05:52:53,0.0143884892086,0,[0.047462914139032364],0.00162156589795,0.5,0.5,0.0,0.0,0.0,0.5
99,2015-02-27 05:57:53,0.0215827338129,0,[0.054204728454351425],0.00158533279318,0.5,0.5,0.0,0.0,0.0,0.5
100,2015-02-27 06:02:53,0.00719424460432,0,[0.06218322366476059],0.00164839974605,0.5,0.00952973851924,0.0,0.0,0.0,0.00952973851924
101,2015-02-27 06:07:53,0.0359712230216,0,[0.0455000102519989],0.00146733177826,0.5,0.00848923925418,0.0,0.0,0.0,0.00848923925418
102,2015-02-27 06:12:53,0.0143884892086,0,[0.036705341190099716],5.38927622529e-07,0.5,6.0377420076e-05,0.0,0.0,0.0,6.0377420076e-05
103,2015-02-27 06:17:53,0.0143884892086,0,[-0.0031425836496055126],0.000307338515995,0.5,0.00182338801835,0.0,0.0,0.0,0.00182338801835
104,2015-02-27 06:22:53,0.0503597122302,0,[0.05258579179644585],0.00145903381053,0.5,0.00844155534062,0.0,0.0,0.0,0.00844155534062
105,2015-02-27 06:27:53,0.0,0,[-0.010162209160625935],0.003662902629,0.5,0.0211059924241,0.0,0.0,0.0,0.0211059924241
106,2015-02-27 06:32:53,0.0,0,[0.044585488736629486],0.00198786589317,0.5,0.011480466088,0.0,0.0,0.0,0.011480466088
107,2015-02-27 06:37:53,0.00719424460432,0,[0.02124476060271263],0.000451339845313,0.5,0.00265088544461,0.0,0.0,0.0,0.00265088544461
108,2015-02-27 06:42:53,0.00719424460432,0,[0.03284416347742081],0.000657918280922,0.5,0.00383797951239,0.0,0.0,0.0,0.00383797951239
109,2015-02-27 06:47:53,0.00719424460432,0,[0.0061569721437990665],1.07593450593e-06,0.5,6.34633069633e-05,0.0,0.0,0.0,6.34633069633e-05
110,2015-02-27 06:52:53,0.00719424460432,0,[0.02033354341983795],0.000172641157405,0.5,0.00104935545849,0.0,0.0,0.0,0.00104935545849
111,2015-02-27 06:57:53,0.0,0,[0.0009029649663716555],3.9580198063e-05,0.5,0.000284726396298,0.0,0.0,0.0,0.000284726396298
112,2015-02-27 07:02:53,0.00719424460432,0,[0.03731454163789749],0.00139237497933,0.5,0.008058503243,0.0,0.0,0.0,0.008058503243
113,2015-02-27 07:07:53,0.0143884892086,0,[0.012846708297729492],3.19503451465e-05,0.5,0.00024088177569,0.0,0.0,0.0,0.00024088177569
114,2015-02-27 07:12:53,0.0,0,[-0.02082226052880287],0.00123979698401,0.5,0.00718172037559,0.0,0.0,0.0,0.00718172037559
115,2015-02-27 07:17:53,0.00719424460432,0,[0.051168154925107956],0.00261818012223,0.5,0.0151025396116,0.0,0.0,0.0,0.0151025396116
116,2015-02-27 07:22:53,0.0215827338129,0,[0.00871426984667778],2.31047624766e-06,0.5,7.05575478201e-05,0.0,0.0,0.0,7.05575478201e-05
117,2015-02-27 07:27:53,0.0,0,[-0.028018007054924965],0.00246023363434,0.5,0.0141949069332,0.0,0.0,0.0,0.0141949069332
118,2015-02-27 07:32:53,0.0,0,[0.01964285597205162],0.000385841791285,0.5,0.00227450370293,0.0,0.0,0.0,0.00227450370293
119,2015-02-27 07:37:53,0.00719424460432,0,[-0.03543011471629143],0.0012552930275,0.5,0.00727076772096,0.0,0.0,0.0,0.00727076772096
120,2015-02-27 07:42:53,0.0143884892086,0,[0.025371506810188293],0.000330412847688,0.5,0.00195598366993,0.0,0.0,0.0,0.00195598366993
121,2015-02-27 07:47:53,0.0143884892086,0,[0.010361017659306526],1.62205305969e-05,0.5,0.000150491075014,0.0,0.0,0.0,0.000150491075014
122,2015-02-27 07:52:53,0.00719424460432,0,[0.016531314700841904],4.59169950773e-06,0.5,8.36664988649e-05,0.0,0.0,0.0,8.36664988649e-05
123,2015-02-27 07:57:53,0.00719424460432,0,[-0.006273250095546246],0.000181373412488,0.5,0.00109953498558,0.0,0.0,0.0,0.00109953498558
124,2015-02-27 08:02:53,0.0359712230216,0,[0.024019958451390266],0.000283104629489,0.5,0.00168412903507,0.0,0.0,0.0,0.00168412903507
125,2015-02-27 08:07:53,0.0215827338129,0,[-0.014094573445618153],0.00250658392906,0.5,0.0144612569021,0.0,0.0,0.0,0.0144612569021
126,2015-02-27 08:12:53,0.0215827338129,0,[0.015601841732859612],3.5771070543e-05,0.5,0.000262837409342,0.0,0.0,0.0,0.000262837409342
127,2015-02-27 08:17:53,0.0287769784173,0,[-0.0032936371862888336],0.000618833815679,0.5,0.00361338231909,0.0,0.0,0.0,0.00361338231909
128,2015-02-27 08:22:53,0.0143884892086,0,[-0.01926492154598236],0.00230802432634,0.5,0.0133202427116,0.0,0.0,0.0,0.0133202427116
129,2015-02-27 08:27:53,0.00719424460432,0,[0.02798859030008316],0.000184962744243,0.5,0.00112016092566,0.0,0.0,0.0,0.00112016092566
130,2015-02-27 08:32:53,0.0143884892086,0,[0.016158919781446457],8.03653892945e-05,0.5,0.000519096738108,0.0,0.0,0.0,0.000519096738108
131,2015-02-27 08:37:53,0.0143884892086,0,[0.0031450442038476467],0.00012641507783,0.5,0.000783719286548,0.0,0.0,0.0,0.000783719286548
132,2015-02-27 08:42:53,0.0215827338129,0,[0.007005867548286915],5.45031070942e-05,0.5,0.000370480249224,0.0,0.0,0.0,0.000370480249224
133,2015-02-27 08:47:53,0.0143884892086,0,[-0.008239086717367172],0.000889340997674,0.5,0.00516784016989,0.0,0.0,0.0,0.00516784016989
134,2015-02-27 08:52:53,0.0287769784173,0,[0.020353922620415688],3.55863921868e-05,0.5,0.000261776163136,0.0,0.0,0.0,0.000261776163136
135,2015-02-27 08:57:53,0.0287769784173,0,[-0.020869392901659012],0.00246476195753,0.5,0.0142209287471,0.0,0.0,0.0,0.0142209287471
136,2015-02-27 09:02:53,0.0,0,[0.011977690272033215],0.000282216147752,0.5,0.0016790234131,0.0,0.0,0.0,0.0016790234131
137,2015-02-27 09:07:53,0.00719424460432,0,[0.020412389189004898],0.000416665629018,0.5,0.00245163155662,0.0,0.0,0.0,0.00245163155662
138,2015-02-27 09:12:53,0.00719424460432,0,[-0.007003363221883774],0.000201572082005,0.5,0.00121560576853,0.0,0.0,0.0,0.00121560576853
139,2015-02-27 09:17:53,0.00719424460432,0,[0.00890362448990345],2.92197910312e-06,0.5,7.40715225969e-05,0.0,0.0,0.0,7.40715225969e-05
140,2015-02-27 09:22:53,0.0143884892086,0,[0.010157978162169456],8.7837152023e-06,0.5,0.000107755736197,0.0,0.0,0.0,0.000107755736197
141,2015-02-27 09:27:53,0.0143884892086,0,[0.013710634782910347],4.59487068838e-07,0.5,5.99209183616e-05,0.0,0.0,0.0,5.99209183616e-05
142,2015-02-27 09:32:53,0.0215827338129,0,[0.016499008983373642],4.45429213869e-06,0.5,8.28768933469e-05,0.0,0.0,0.0,8.28768933469e-05
143,2015-02-27 09:37:53,0.0287769784173,0,[0.020764924585819244],6.68811992455e-07,0.5,6.11237950042e-05,0.0,0.0,0.0,6.11237950042e-05
144,2015-02-27 09:42:53,0.0,0,[0.016072982922196388],0.000161391522852,0.5,0.000984709918872,0.0,0.0,0.0,0.000984709918872
145,2015-02-27 09:47:53,0.0287769784173,0,[0.016243863850831985],0.000263863126747,0.5,0.00157355856971,0.0,0.0,0.0,0.00157355856971
146,2015-02-27 09:52:53,0.00719424460432,0,[0.018385805189609528],0.000107976491563,0.5,0.000677762746063,0.0,0.0,0.0,0.000677762746063
147,2015-02-27 09:57:53,0.00719424460432,0,[0.013257494196295738],3.67629945686e-05,0.5,0.000268537457961,0.0,0.0,0.0,0.000268537457961
148,2015-02-27 10:02:53,0.0359712230216,0,[0.020221825689077377],0.000169717852259,0.5,0.00103255681159,0.0,0.0,0.0,0.00103255681159
149,2015-02-27 10:07:53,0.0359712230216,0,[0.014354239217936993],0.000467294012196,0.5,0.00274256537629,0.0,0.0,0.0,0.00274256537629
150,2015-02-27 10:12:53,0.0503597122302,0,[0.01761224865913391],0.000337051984388,0.5,0.00199413518254,0.0,0.0,0.0,0.00199413518254
151,2015-02-27 10:17:53,0.0431654676259,0,[0.014261355623602867],0.00130309117958,0.5,0.00754543773972,0.0,0.0,0.0,0.00754543773972
152,2015-02-27 10:22:53,0.0143884892086,0,[0.016337338835000992],0.000719748495612,0.5,0.00419328417355,0.0,0.0,0.0,0.00419328417355
153,2015-02-27 10:27:53,0.0935251798561,0,[0.0228901244699955],7.22777986084e-05,0.5,0.000472621747154,0.0,0.0,0.0,0.000472621747154
154,2015-02-27 10:32:53,0.0143884892086,0,[0.016293834894895554],0.0059646810405,0.5,0.0343330627598,0.0,0.0,0.0,0.0343330627598
155,2015-02-27 10:37:53,0.0143884892086,0,[0.021096698939800262],4.50000734418e-05,0.5,0.000315871476332,0.0,0.0,0.0,0.000315871476332
156,2015-02-27 10:42:53,0.0,0,[0.030672825872898102],0.00026517958031,0.5,0.00158112351331,0.0,0.0,0.0,0.00158112351331
157,2015-02-27 10:47:53,0.00719424460432,0,[0.02504303678870201],0.000627153669484,0.5,0.00366119200004,0.0,0.0,0.0,0.00366119200004
158,2015-02-27 10:52:53,0.0,0,[0.029508192092180252],0.000497912231367,0.5,0.00291851165179,0.0,0.0,0.0,0.00291851165179
159,2015-02-27 10:57:53,0.0575539568345,0,[0.024029381573200226],0.000577411206905,0.5,0.00337534908488,0.0,0.0,0.0,0.00337534908488
160,2015-02-27 11:02:53,0.0143884892086,0,[0.032972484827041626],0.000604248838499,0.5,0.00352957037697,0.0,0.0,0.0,0.00352957037697
161,2015-02-27 11:07:53,0.0215827338129,0,[0.029362542554736137],0.000224222269026,0.5,0.00134576409104,0.0,0.0,0.0,0.00134576409104
162,2015-02-27 11:12:53,0.00719424460432,0,[0.03175928443670273],0.00010356218263,0.5,0.000652396110227,0.0,0.0,0.0,0.000652396110227
163,2015-02-27 11:17:53,0.00719424460432,0,[0.03198493272066116],0.000614578195382,0.5,0.00358892758066,0.0,0.0,0.0,0.00358892758066
164,2015-02-27 11:22:53,0.0143884892086,0,[0.03319709748029709],0.000676148338243,0.5,0.00394273775028,0.0,0.0,0.0,0.00394273775028
165,2015-02-27 11:27:53,0.0,0,[0.026089895516633987],0.000136922899401,0.5,0.000844102029865,0.0,0.0,0.0,0.000844102029865
166,2015-02-27 11:32:53,0.0287769784173,0,[0.030712148174643517],0.00094323605299,0.5,0.00547754578006,0.0,0.0,0.0,0.00547754578006
167,2015-02-27 11:37:53,0.0431654676259,0,[0.02594621852040291],8.01320493338e-06,0.5,0.000103328032179,0.0,0.0,0.0,0.000103328032179
168,2015-02-27 11:42:53,0.0359712230216,0,[0.027087148278951645],0.000258512358414,0.5,0.00154281061033,0.0,0.0,0.0,0.00154281061033
169,2015-02-27 11:47:53,0.0503597122302,0,[0.024694545194506645],0.000127163497382,0.5,0.000788020047214,0.0,0.0,0.0,0.000788020047214
170,2015-02-27 11:52:53,0.0143884892086,0,[0.03117014653980732],0.000368239387171,0.5,0.00217335224711,0.0,0.0,0.0,0.00217335224711
171,2015-02-27 11:57:53,0.0143884892086,0,[0.027371268719434738],0.000168552549439,0.5,0.0010258604492,0.0,0.0,0.0,0.0010258604492
172,2015-02-27 12:02:53,0.0431654676259,0,[0.02463877573609352],0.000105068364064,0.5,0.000661051316856,0.0,0.0,0.0,0.000661051316856
173,2015-02-27 12:07:53,0.0215827338129,0,[0.025911670178174973],0.000297693535686,0.5,0.00176796355512,0.0,0.0,0.0,0.00176796355512
174,2015-02-27 12:12:53,0.0287769784173,0,[0.023187922313809395],2.57663009506e-06,0.5,7.20869894215e-05,0.0,0.0,0.0,7.20869894215e-05
175,2015-02-27 12:17:53,0.0215827338129,0,[0.024678252637386322],1.67995585798e-05,0.5,0.000153818434337,0.0,0.0,0.0,0.000153818434337
176,2015-02-27 12:22:53,0.0359712230216,0,[0.024788273498415947],1.02754847831e-05,0.5,0.000116328125733,0.0,0.0,0.0,0.000116328125733
177,2015-02-27 12:27:53,0.0359712230216,0,[0.021025152876973152],0.000223385053687,0.5,0.00134095306922,0.0,0.0,0.0,0.00134095306922
178,2015-02-27 12:32:53,0.0287769784173,0,[0.02019990049302578],0.000248734664638,0.5,0.00148662351489,0.0,0.0,0.0,0.00148662351489
179,2015-02-27 12:37:53,0.00719424460432,0,[0.02420039288699627],2.09451409319e-05,0.5,0.00017764084447,0.0,0.0,0.0,0.00017764084447
180,2015-02-27 12:42:53,0.0,0,[0.022906433790922165],0.000246872863499,0.5,0.00147592475496,0.0,0.0,0.0,0.00147592475496
181,2015-02-27 12:47:53,0.0143884892086,0,[0.026486577466130257],0.000701538810972,0.5,0.00408864300639,0.0,0.0,0.0,0.00408864300639
182,2015-02-27 12:52:53,0.0215827338129,0,[0.02798454836010933],0.000184852819075,0.5,0.00111952924542,0.0,0.0,0.0,0.00111952924542
183,2015-02-27 12:57:53,0.0575539568345,0,[0.023719817399978638],4.56712632513e-06,0.5,8.35252901313e-05,0.0,0.0,0.0,8.35252901313e-05
184,2015-02-27 13:02:53,0.0215827338129,0,[0.01978563889861107],0.00142644590233,0.5,0.00825429033209,0.0,0.0,0.0,0.00825429033209
185,2015-02-27 13:07:53,0.0647482014388,0,[0.023374367505311966],3.20995127367e-06,0.5,7.57263422509e-05,0.0,0.0,0.0,7.57263422509e-05
186,2015-02-27 13:12:53,0.0215827338129,0,[0.022154808044433594],0.00181419681758,0.5,0.0104824842378,0.0,0.0,0.0,0.0104824842378
187,2015-02-27 13:17:53,0.0431654676259,0,[0.029924005270004272],6.95768103469e-05,0.5,0.000457100634639,0.0,0.0,0.0,0.000457100634639
188,2015-02-27 13:22:53,0.0431654676259,0,[0.025798529386520386],0.000301610532915,0.5,0.00179047241071,0.0,0.0,0.0,0.00179047241071
189,2015-02-27 13:27:53,0.00719424460432,0,[0.03112923726439476],0.000144870835356,0.5,0.000889774500931,0.0,0.0,0.0,0.000889774500931
190,2015-02-27 13:32:53,0.00719424460432,0,[0.0316348671913147],0.000597344012931,0.5,0.00348989209474,0.0,0.0,0.0,0.00348989209474
191,2015-02-27 13:37:53,0.0359712230216,0,[0.022755654528737068],0.000242157460889,0.5,0.0014488278973,0.0,0.0,0.0,0.0014488278973
192,2015-02-27 13:42:53,0.0431654676259,0,[0.03411485254764557],3.44611612491e-06,0.5,7.70834533796e-05,0.0,0.0,0.0,7.70834533796e-05
