timestamp,value,error_prediction,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2011-07-01 20:15:01,0.0654113396331,-0.0654113396331,0.5,[[ 0.]],0.0,0.0,0.0
2011-07-01 21:15:01,0.0659261166173,-0.0659261166173,0.999999940149,[[ 0.]],0.0,0.0,0.0
2011-07-01 22:15:01,0.0706836648921,-0.0706836648921,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-01 23:15:01,0.0496564885496,-0.0496564885496,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 00:15:01,0.0718720184241,-0.0718720184241,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 01:15:01,0.0812614259598,-0.0812614259598,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 02:15:01,0.0667477696675,-0.0667477696675,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 03:15:01,0.0652968163492,-0.0652968163492,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 04:15:01,0.0641572154869,-0.0641572154869,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 05:15:01,0.0649726255653,-0.0649726255653,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 06:15:01,0.0634786980018,-0.0634786980018,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 07:15:01,0.067405255513,-0.067405255513,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 08:15:01,0.0654501957373,-0.0654501957373,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 09:15:01,0.0615190082645,-0.0615190082645,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 10:15:01,0.0618404558405,-0.0618404558405,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 11:15:01,0.0719634703196,-0.0719634703196,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 12:15:01,0.0909919571046,-0.0909919571046,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 13:15:01,0.0954404145078,-0.0954404145078,0.779755809556,[[ 0.]],0.0,0.0,0.0
2011-07-02 14:15:01,0.0740964203233,-0.0740964203233,1.02619357456e-10,[[ 0.]],0.0,0.0,0.0
2011-07-02 15:15:01,0.071954523464,-0.071954523464,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 16:15:01,0.056978109984,-0.056978109984,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 17:15:01,0.0655478119935,-0.0655478119935,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 18:15:01,0.0678270884521,-0.0678270884521,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 19:15:01,0.0655969531379,-0.0655969531379,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 20:15:01,0.071215303826,-0.071215303826,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 21:15:01,0.0724433962264,-0.0724433962264,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 22:15:01,0.0713760304375,-0.0713760304375,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-02 23:15:01,0.045797762572,-0.045797762572,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 00:15:01,0.0802158848614,-0.0802158848614,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 01:15:01,0.0916660881638,-0.0916660881638,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 02:15:01,0.0699398931434,-0.0699398931434,0.983262261693,[[ 0.]],0.0,0.0,0.0
2011-07-03 03:15:01,0.0776131134969,-0.0776131134969,4.13984402314e-11,[[ 0.]],0.0,0.0,0.0
2011-07-03 04:15:01,0.0798389694042,-0.0798389694042,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 05:15:01,0.0808955223881,-0.0808955223881,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 06:15:01,0.0838594401429,-0.0838594401429,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 07:15:01,0.0892477966796,-0.0892477966796,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 08:15:01,0.0853902103401,-0.0853902103401,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 09:15:01,0.0794285133211,-0.0794285133211,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 10:15:01,0.07426276771,-0.07426276771,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 11:15:01,0.0890734730009,-0.0890734730009,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 12:15:01,0.127258373206,-0.127258373206,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 13:15:01,0.116625799574,-0.116625799574,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 14:15:01,0.095593279664,-0.095593279664,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 15:15:01,0.0690759517888,-0.0690759517888,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 16:15:01,0.0551438240271,-0.0551438240271,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 17:15:01,0.0721191195511,-0.0721191195511,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 18:15:01,0.073908276714,-0.073908276714,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 19:15:01,0.0800259403372,-0.0800259403372,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 20:15:01,0.07636257505,-0.07636257505,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 21:15:01,0.0736280137773,-0.0736280137773,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 22:15:01,0.0701742301459,-0.0701742301459,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-03 23:15:01,0.0515876583572,-0.0515876583572,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 00:15:01,0.0801203649777,-0.0801203649777,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 01:15:01,0.0887653661144,-0.0887653661144,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 02:15:01,0.0872950400545,-0.0872950400545,2.32870558142e-05,[[ 0.]],0.0,0.0,0.0
2011-07-04 03:15:01,0.092387312187,-0.092387312187,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 04:15:01,0.0756746510426,-0.0756746510426,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 05:15:01,0.0675771765522,-0.0675771765522,1.11022302463e-16,[[ 0.]],0.0,0.0,0.0
2011-07-04 06:15:01,0.0735627029535,-0.0735627029535,2.21855867011e-12,[[ 0.]],0.0,0.0,0.0
2011-07-04 07:15:01,0.076390779703,-0.076390779703,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 08:15:01,0.0756823569252,-0.0756823569252,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 09:15:01,0.075161128736,-0.075161128736,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 10:15:01,0.0710463029433,-0.0710463029433,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 11:15:01,0.0886698043101,-0.0886698043101,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 12:15:01,0.108092805449,-0.108092805449,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 13:15:01,0.110381165919,-0.110381165919,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 14:15:01,0.079259645464,-0.079259645464,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 15:15:01,0.0618068669528,-0.0618068669528,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 16:15:01,0.068774496995,-0.068774496995,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 17:15:01,0.0704708097928,-0.0704708097928,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 18:15:01,0.0743938890734,-0.0743938890734,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 19:15:01,0.0769565217391,-0.0769565217391,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 20:15:01,0.0680140350877,-0.0680140350877,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 21:15:01,0.0627029012119,-0.0627029012119,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 22:15:01,0.0647668479156,-0.0647668479156,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-04 23:15:01,0.0453928910452,-0.0453928910452,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 00:15:01,0.065628403398,-0.065628403398,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 01:15:01,0.0719560290118,-0.0719560290118,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 02:15:01,0.0597875304772,-0.0597875304772,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 03:15:01,0.061841962836,-0.061841962836,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 04:15:01,0.0618097367968,-0.0618097367968,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 05:15:01,0.0596760865973,-0.0596760865973,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 06:15:01,0.190324551874,-0.190324551874,0.997729193451,[[ 0.]],0.0,0.0,0.0
2011-07-05 07:15:01,0.0633426020782,-0.0633426020782,0.988770376266,[[ 0.]],0.0,0.0,0.0
2011-07-05 08:15:01,0.0652828561573,-0.0652828561573,0.966324218107,[[ 0.]],0.0,0.0,0.0
2011-07-05 09:15:01,0.0705521922583,-0.0705521922583,1.84650283952e-09,[[ 0.]],0.0,0.0,0.0
2011-07-05 10:15:01,0.0698668146504,-0.0698668146504,6.20614670765e-14,[[ 0.]],0.0,0.0,0.0
2011-07-05 11:15:01,0.0889637136319,-0.0889637136319,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 12:15:01,0.101171128107,-0.101171128107,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 13:15:01,0.0980077120823,-0.0980077120823,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 14:15:01,0.0762084257206,-0.0762084257206,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 15:15:01,0.0591706881144,-0.0591706881144,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 16:15:01,0.0604942319369,-0.0604942319369,0.549109966255,[[ 0.]],0.0,0.0,0.0
2011-07-05 17:15:01,0.0691012366983,-0.0691012366983,0.0328944759208,[[ 0.]],0.0,0.0,0.0
2011-07-05 18:15:01,0.0599798359995,-0.0599798359995,0.254866667806,[[ 0.]],0.0,0.0,0.0
2011-07-05 19:15:01,0.0569892587472,-0.0569892587472,0.99866238,[[ 0.]],0.0,0.0,0.0
2011-07-05 20:15:01,0.0585059567226,-0.0585059567226,0.999999999264,[[ 0.]],0.0,0.0,0.0
2011-07-05 21:15:01,0.055420297627,-0.055420297627,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 22:15:01,0.0562787942609,-0.0562787942609,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-05 23:15:01,0.0456248992098,-0.0456248992098,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 00:15:01,0.057413244431,-0.057413244431,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 01:15:01,0.0677631109526,-0.0677631109526,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 02:15:01,0.0565316275764,-0.0565316275764,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 03:15:01,0.0576893562598,-0.0576893562598,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 04:15:01,0.0590633280339,-0.0590633280339,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 05:15:01,0.0561349862259,-0.0561349862259,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 06:15:01,0.0627678210484,-0.0627678210484,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 07:15:01,0.0673011657075,-0.0673011657075,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 08:15:01,0.0684126135756,-0.0684126135756,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 09:15:01,0.072714670774,-0.072714670774,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 10:15:01,0.072628889921,-0.072628889921,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 11:15:01,0.0867998678996,-0.0867998678996,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 12:15:01,0.101749089016,-0.101749089016,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 13:15:01,0.0934053833605,-0.0934053833605,0.114976028548,[[ 0.]],0.0,0.0,0.0
2011-07-06 14:15:01,0.0724908520648,-0.0724908520648,1.44815744951e-08,[[ 0.]],0.0,0.0,0.0
2011-07-06 15:15:01,0.0569333333333,-0.0569333333333,2.19930962331e-10,[[ 0.]],0.0,0.0,0.0
2011-07-06 16:15:01,0.0749813355454,-0.0749813355454,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 17:15:01,0.0747204301075,-0.0747204301075,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 18:15:01,0.076027664134,-0.076027664134,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 19:15:01,0.0749815621857,-0.0749815621857,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 20:15:01,0.0735380835381,-0.0735380835381,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 21:15:01,0.0707794606576,-0.0707794606576,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-06 22:15:01,0.0799764111205,-0.0799764111205,6.42365536361e-05,[[ 0.]],0.0,0.0,0.0
2011-07-06 23:15:01,0.0548352453014,-0.0548352453014,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 00:15:01,0.0813649538867,-0.0813649538867,0.999999998782,[[ 0.]],0.0,0.0,0.0
2011-07-07 01:15:01,0.0985048543689,-0.0985048543689,3.81916720471e-14,[[ 0.]],0.0,0.0,0.0
2011-07-07 02:15:01,0.0812403951701,-0.0812403951701,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 03:15:01,0.0923138183384,-0.0923138183384,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 04:15:01,0.0886580276741,-0.0886580276741,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 05:15:01,0.0904265306122,-0.0904265306122,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 06:15:01,0.0885980720872,-0.0885980720872,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 07:15:01,0.0911781285231,-0.0911781285231,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 08:15:01,0.0889614243323,-0.0889614243323,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 09:15:01,0.0840167814114,-0.0840167814114,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 10:15:01,0.0784073402809,-0.0784073402809,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 11:15:01,0.086670795912,-0.086670795912,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 12:15:01,0.102503419973,-0.102503419973,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 13:15:01,0.0852712049509,-0.0852712049509,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 14:15:01,0.0683367370093,-0.0683367370093,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 15:15:01,0.0563112796741,-0.0563112796741,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 16:15:01,0.0704763164858,-0.0704763164858,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 17:15:01,0.0678766261016,-0.0678766261016,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 18:15:01,0.0658442265795,-0.0658442265795,4.61586324718e-12,[[ 0.]],0.0,0.0,0.0
2011-07-07 19:15:01,0.0611635087719,-0.0611635087719,0.816589494986,[[ 0.]],0.0,0.0,0.0
2011-07-07 20:15:01,0.0645302819573,-0.0645302819573,0.999999988197,[[ 0.]],0.0,0.0,0.0
2011-07-07 21:15:01,0.0667261108634,-0.0667261108634,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 22:15:01,0.0552398111332,-0.0552398111332,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-07 23:15:01,0.0478588334742,-0.0478588334742,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 00:15:01,0.0637072619384,-0.0637072619384,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 01:15:01,0.066376573618,-0.066376573618,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 02:15:01,0.061414960182,-0.061414960182,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 03:15:01,0.0617544649557,-0.0617544649557,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 04:15:01,0.0611195668081,-0.0611195668081,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 05:15:01,0.0643648297552,-0.0643648297552,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 06:15:01,0.0666534914361,-0.0666534914361,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 07:15:01,0.0728132716049,-0.0728132716049,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 08:15:01,0.0764273761714,-0.0764273761714,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 09:15:01,0.0741566149722,-0.0741566149722,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 10:15:01,0.0712868155762,-0.0712868155762,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 11:15:01,0.0830849790545,-0.0830849790545,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 12:15:01,0.0932302405498,-0.0932302405498,0.999999795194,[[ 0.]],0.0,0.0,0.0
2011-07-08 13:15:01,0.0895762081784,-0.0895762081784,4.87183449582e-07,[[ 0.]],0.0,0.0,0.0
2011-07-08 14:15:01,0.07121875,-0.07121875,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 15:15:01,0.0573521780691,-0.0573521780691,4.30045998812e-11,[[ 0.]],0.0,0.0,0.0
2011-07-08 16:15:01,0.0699732949877,-0.0699732949877,2.10942374679e-15,[[ 0.]],0.0,0.0,0.0
2011-07-08 17:15:01,0.0772384396797,-0.0772384396797,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 18:15:01,0.076780864582,-0.076780864582,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 19:15:01,0.0742775571003,-0.0742775571003,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 20:15:01,0.0749819890368,-0.0749819890368,0.0,[[ 0.]],0.0,0.0,0.0
2011-07-08 21:15:01,0.0754968454259,-0.0754968454259,1.11022302463e-16,[[ 0.]],0.0,0.0,0.0
2011-07-08 22:15:01,0.0761179052995,-0.0761179052995,0.0522087739051,[[ 0.]],0.0,0.0,0.0
2011-07-08 23:15:01,0.0508026496903,-0.0508026496903,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 00:15:01,0.0667441509434,-0.0667441509434,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 01:15:01,0.0735686988171,-0.0735686988171,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 02:15:01,0.0857067470788,-0.0857067470788,0.991157049648,[[ 0.]],0.0,0.0,0.0
2011-07-09 03:15:01,0.0666777793883,-0.0666777793883,0.999999999903,[[ 0.]],0.0,0.0,0.0
2011-07-09 04:15:01,0.0568429581615,-0.0568429581615,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 05:15:01,0.0772841193894,-0.0772841193894,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 06:15:01,0.0555066312997,-0.0555066312997,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 07:15:01,0.038695434855,-0.038695434855,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 08:15:01,0.0493550058283,-0.0493550058283,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 09:15:01,0.0469143008756,-0.0469143008756,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 10:15:01,0.0457334437086,-0.0457334437086,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 11:15:01,0.0630428807037,-0.0630428807037,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 12:15:01,0.0786430155211,-0.0786430155211,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 13:15:01,0.0786018518519,-0.0786018518519,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 14:15:01,0.0662155097299,-0.0662155097299,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 15:15:01,0.0550208437552,-0.0550208437552,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 16:15:01,0.0400288663401,-0.0400288663401,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 17:15:01,0.0374027686223,-0.0374027686223,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 18:15:01,0.0478192217836,-0.0478192217836,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 19:15:01,0.0591650877858,-0.0591650877858,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 20:15:01,0.0443111035884,-0.0443111035884,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 21:15:01,0.0554494994549,-0.0554494994549,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 22:15:01,0.0613448041657,-0.0613448041657,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-09 23:15:01,0.0372097094177,-0.0372097094177,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 00:15:01,0.0632935364347,-0.0632935364347,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 01:15:01,0.087350605934,-0.087350605934,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 02:15:01,0.0642878471185,-0.0642878471185,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 03:15:01,0.0596979865772,-0.0596979865772,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 04:15:01,0.0652292595897,-0.0652292595897,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 05:15:01,0.0622722682286,-0.0622722682286,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 06:15:01,0.0640045941807,-0.0640045941807,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 07:15:01,0.0602946143742,-0.0602946143742,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 08:15:01,0.0525394846218,-0.0525394846218,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 09:15:01,0.0444964650432,-0.0444964650432,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 10:15:01,0.045408505382,-0.045408505382,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 11:15:01,0.0613743218807,-0.0613743218807,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 12:15:01,0.0754435671157,-0.0754435671157,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 13:15:01,0.0845905969361,-0.0845905969361,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 14:15:01,0.0671907827855,-0.0671907827855,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 15:15:01,0.0578053559765,-0.0578053559765,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 16:15:01,0.044450955414,-0.044450955414,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 17:15:01,0.0358272099755,-0.0358272099755,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 18:15:01,0.0424230262745,-0.0424230262745,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 19:15:01,0.053262472885,-0.053262472885,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 20:15:01,0.0472283308569,-0.0472283308569,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 21:15:01,0.0597539693892,-0.0597539693892,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 22:15:01,0.0542453144061,-0.0542453144061,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-10 23:15:01,0.0364967811159,-0.0364967811159,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-11 00:15:01,0.0338814059565,-0.0338814059565,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-11 01:15:01,0.0513731151748,-0.0513731151748,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-11 03:15:01,0.0672275475594,-0.0672275475594,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-11 04:15:01,0.0600718778077,-0.0600718778077,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-11 05:15:01,0.0555007991476,-0.0555007991476,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-11 06:15:01,0.0471302149178,-0.0471302149178,1.0,[[ 0.]],0.0,0.0,0.0
2011-07-11 07:15:01,0.043181067694,-0.043181067694,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 08:15:01,0.0315530629853,-0.0315530629853,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 09:15:01,0.0335329438494,-0.0335329438494,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 10:15:01,0.0360834635126,-0.0360834635126,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 11:15:01,0.0655546965597,-0.0655546965597,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 12:15:01,0.0838565996741,-0.0838565996741,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 13:15:01,0.0665198237885,-0.0665198237885,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 14:15:01,0.0572540250447,-0.0572540250447,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 15:15:01,0.0551635395538,-0.0551635395538,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 16:15:01,0.0412174902471,-0.0412174902471,1.0,[[ 0.]],-0.22,-0.11,-0.11
2011-07-11 17:15:01,0.0567138445703,-0.0567138445703,1.0,[[ 0.]],-0.22,-0.11,-0.11
