timestamp,value,error_prediction,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-02-27 06:17:53,0,0.0,0.590637565289,[[ 0.]],0.0,0.0,0.0
2015-02-27 06:22:53,0,0.0,0.588127533886,[[ 0.]],0.0,0.0,0.0
2015-02-27 06:27:53,0,0.0,0.585637322216,[[ 0.]],0.0,0.0,0.0
2015-02-27 06:32:53,2,-2.0,0.457051323675,[[ 0.]],0.0,0.0,0.0
2015-02-27 06:37:53,0,0.0,0.522859969897,[[ 0.]],0.0,0.0,0.0
2015-02-27 06:42:53,0,0.0,0.519938805838,[[ 0.]],0.0,0.0,0.0
2015-02-27 06:47:53,2,-2.0,0.396083344342,[[ 0.]],0.0,0.0,0.0
2015-02-27 06:52:53,0,0.0,0.459251643653,[[ 0.]],0.0,0.0,0.0
2015-02-27 06:57:53,0,0.0,0.524396657637,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:02:53,0,0.0,0.52161976563,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:07:53,0,0.0,0.518860622614,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:12:53,0,0.0,0.516118667915,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:17:53,0,0.0,0.513393370332,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:22:53,0,0.0,0.648650762872,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:27:53,0,0.0,0.647007681027,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:32:53,0,0.0,0.645378514589,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:37:53,0,0.0,0.767436149578,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:42:53,0,0.0,0.766839123776,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:47:53,0,0.0,0.766255132869,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:52:53,0,0.0,0.765683757183,[[ 0.]],0.0,0.0,0.0
2015-02-27 07:57:53,0,0.0,0.765124594745,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:02:53,0,0.0,0.764577260374,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:07:53,0,0.0,0.764041384816,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:12:53,0,0.0,0.763516613934,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:17:53,1,-1.0,0.705324088521,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:22:53,0,0.0,0.704324114192,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:27:53,0,0.0,0.703334673286,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:32:53,0,0.0,0.702355442205,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:37:53,0,0.0,0.701386110175,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:42:53,0,0.0,0.700426378621,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:47:53,0,0.0,0.699475960582,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:52:53,0,0.0,0.698534580151,[[ 0.]],0.0,0.0,0.0
2015-02-27 08:57:53,0,0.0,0.697601971956,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:02:53,0,0.0,0.696677880665,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:07:53,0,0.0,0.762281690813,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:12:53,1,-1.0,0.699544909151,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:17:53,0,0.0,0.698630460161,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:22:53,0,0.0,0.697724035347,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:27:53,0,0.0,0.69682541022,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:32:53,0,0.0,0.695934368376,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:37:53,0,0.0,0.695050701134,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:42:53,0,0.0,0.6941742072,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:47:53,0,0.0,0.693304692342,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:52:53,0,0.0,0.69244196909,[[ 0.]],0.0,0.0,0.0
2015-02-27 09:57:53,0,0.0,0.691585856441,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:02:53,0,0.0,0.761563278855,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:07:53,0,0.0,0.761187875655,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:12:53,0,0.0,0.760818769988,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:17:53,0,0.0,0.760455805344,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:22:53,0,0.0,0.760098830337,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:27:53,2,-2.0,0.612470680502,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:32:53,0,0.0,0.611163552501,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:37:53,0,0.0,0.609861890863,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:42:53,0,0.0,0.608565558276,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:47:53,0,0.0,0.607274422018,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:52:53,0,0.0,0.605988353781,[[ 0.]],0.0,0.0,0.0
2015-02-27 10:57:53,1,-1.0,0.524886635138,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:02:53,0,0.0,0.52311637258,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:07:53,1,-1.0,0.44047635836,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:12:53,0,0.0,0.438301042662,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:17:53,0,0.0,0.609683809086,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:22:53,0,0.0,0.608420537009,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:27:53,0,0.0,0.607162010826,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:32:53,2,-2.0,0.443097994732,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:37:53,0,0.0,0.441014185442,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:42:53,0,0.0,0.438937151658,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:47:53,0,0.0,0.523487778869,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:52:53,0,0.0,0.521819057853,[[ 0.]],0.0,0.0,0.0
2015-02-27 11:57:53,0,0.0,0.606601977422,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:02:53,0,0.0,0.605405060896,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:07:53,0,0.0,0.604212297389,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:12:53,0,0.0,0.603023594843,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:17:53,0,0.0,0.601838863954,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:22:53,0,0.0,0.759737774268,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:27:53,1,-1.0,0.687703955883,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:32:53,0,0.0,0.686993685869,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:37:53,0,0.0,0.686287377917,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:42:53,0,0.0,0.685584947196,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:47:53,0,0.0,0.684886311199,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:52:53,0,0.0,0.684191389664,[[ 0.]],0.0,0.0,0.0
2015-02-27 12:57:53,1,-1.0,0.601861848273,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:02:53,0,0.0,0.60070747278,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:07:53,0,0.0,0.599556620263,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:12:53,2,-2.0,0.426933752743,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:17:53,0,0.0,0.514775566132,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:22:53,0,0.0,0.513230836769,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:27:53,0,0.0,0.511689993508,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:32:53,1,-1.0,0.424657046622,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:37:53,1,-1.0,0.341179621023,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:42:53,1,-1.0,0.264840577164,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:47:53,0,0.0,0.342238675342,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:52:53,1,-1.0,0.265462506235,[[ 0.]],0.0,0.0,0.0
2015-02-27 13:57:53,0,0.0,0.263294511423,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:02:53,0,0.0,0.429141602502,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:07:53,0,0.0,0.42728729258,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:12:53,0,0.0,0.42543832559,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:17:53,0,0.0,0.423594658177,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:22:53,0,0.0,0.514762674651,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:27:53,0,0.0,0.605893656952,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:32:53,0,0.0,0.692220347072,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:37:53,0,0.0,0.691576817155,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:42:53,0,0.0,0.769350291386,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:47:53,0,0.0,0.76908871856,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:52:53,0,0.0,0.768830252939,[[ 0.]],0.0,0.0,0.0
2015-02-27 14:57:53,0,0.0,0.768574839718,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:02:53,0,0.0,0.768322425365,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:07:53,0,0.0,0.76807295759,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:12:53,1,-1.0,0.690618059072,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:17:53,1,-1.0,0.603741968965,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:22:53,0,0.0,0.602696975553,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:27:53,0,0.0,0.601654745556,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:32:53,0,0.0,0.600615230219,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:37:53,0,0.0,0.599578381976,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:42:53,2,-2.0,0.415404529357,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:47:53,0,0.0,0.413688971387,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:52:53,0,0.0,0.411977945866,[[ 0.]],0.0,0.0,0.0
2015-02-27 15:57:53,0,0.0,0.41027142506,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:02:53,0,0.0,0.504612200648,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:07:53,0,0.0,0.599389774727,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:12:53,0,0.0,0.598394872501,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:17:53,0,0.0,0.597402379622,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:22:53,1,-1.0,0.503657578406,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:27:53,0,0.0,0.502283602819,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:32:53,1,-1.0,0.602407098128,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:37:53,0,0.0,0.601423560413,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:42:53,0,0.0,0.600442409162,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:47:53,2,-2.0,0.414628283888,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:52:53,0,0.0,0.413004058954,[[ 0.]],0.0,0.0,0.0
2015-02-27 16:57:53,6,-6.0,0.116440266664,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:02:53,2,-2.0,0.0653525496435,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:07:53,1,-1.0,0.0460745888517,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:12:53,0,0.0,0.0647810368329,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:17:53,1,-1.0,0.0455610115332,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:22:53,0,0.0,0.0642169922998,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:27:53,0,0.0,0.0632161737628,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:32:53,1,-1.0,0.0442467364675,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:37:53,2,-2.0,0.0482107282258,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:42:53,0,0.0,0.0473774247046,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:47:53,0,0.0,0.268310874959,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:52:53,0,0.0,0.39444656852,[[ 0.]],0.0,0.0,0.0
2015-02-27 17:57:53,0,0.0,0.462855336507,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:02:53,1,-1.0,0.394874609292,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:07:53,0,0.0,0.463613969184,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:12:53,0,0.0,0.46243919756,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:17:53,0,0.0,0.461266616556,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:22:53,0,0.0,0.532062979914,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:27:53,0,0.0,0.670248128798,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:32:53,0,0.0,0.669832039941,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:37:53,0,0.0,0.669417649722,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:42:53,0,0.0,0.669004932804,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:47:53,0,0.0,0.668593864338,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:52:53,0,0.0,0.732086625869,[[ 0.]],0.0,0.0,0.0
2015-02-27 18:57:53,0,0.0,0.731913563288,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:02:53,0,0.0,0.731742142177,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:07:53,0,0.0,0.731572339348,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:12:53,0,0.0,0.731404132045,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:17:53,1,-1.0,0.668490937798,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:22:53,1,-1.0,0.600312557008,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:27:53,2,-2.0,0.45800209557,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:32:53,1,-1.0,0.387919463854,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:37:53,0,0.0,0.386617265667,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:42:53,0,0.0,0.385317833677,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:47:53,0,0.0,0.384021155905,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:52:53,0,0.0,0.382727220729,[[ 0.]],0.0,0.0,0.0
2015-02-27 19:57:53,0,0.0,0.381436016875,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:02:53,0,0.0,0.38014753341,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:07:53,0,0.0,0.452049333501,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:12:53,0,0.0,0.526020544111,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:17:53,1,-1.0,0.602106127226,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:22:53,0,0.0,0.672343635392,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:27:53,0,0.0,0.671952164611,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:32:53,0,0.0,0.671562125737,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:37:53,0,0.0,0.671173499246,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:42:53,0,0.0,0.670786265955,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:47:53,0,0.0,0.670400407019,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:52:53,1,-1.0,0.600200187034,[[ 0.]],0.0,0.0,0.0
2015-02-27 20:57:53,0,0.0,0.599569237815,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:02:53,0,0.0,0.598939586596,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:07:53,0,0.0,0.671068876108,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:12:53,0,0.0,0.670687171594,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:17:53,0,0.0,0.670306772861,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:22:53,0,0.0,0.669927662705,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:27:53,0,0.0,0.669549824214,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:32:53,0,0.0,0.669173240762,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:37:53,0,0.0,0.668797896005,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:42:53,0,0.0,0.736770140471,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:47:53,1,-1.0,0.67022202157,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:52:53,0,0.0,0.669848066487,[[ 0.]],0.0,0.0,0.0
2015-02-27 21:57:53,0,0.0,0.669475321918,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:02:53,0,0.0,0.669103772375,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:07:53,0,0.0,0.668733402624,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:12:53,0,0.0,0.668364197683,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:17:53,0,0.0,0.667996142814,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:22:53,0,0.0,0.667629223518,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:27:53,0,0.0,0.667263425535,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:32:53,0,0.0,0.666898734834,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:37:53,0,0.0,0.736935570659,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:42:53,0,0.0,0.736794825054,[[ 0.]],0.0,0.0,0.0
2015-02-27 22:47:53,0,0.0,0.736655198186,[[ 0.]],0.0,0.0,0.0
